gene,log2FC,t,p,q
LMNA,0.868269151941421,5.184304560785704,2.1649695258133455e-06,0.00014917137726997814
PHLDA2,1.1933539424468398,5.1547309185711745,2.237164676987618e-06,0.00015247711382190173
NECAB1,-1.9146767961549505,-5.695980106843287,2.238382853670423e-06,0.00015247711382190173
C12orf75,2.230417188794613,5.169175411870207,2.361090151643229e-06,0.0001599271741697778
HTRA1,0.9589099009142115,5.12922963532124,2.407905026054227e-06,0.0001621818727941805
SHROOM4,1.0947042338843835,5.198713823751395,2.4402586906941554e-06,0.00016344280135604597
C1S,0.9126359641536634,5.111956408319245,2.5089404912288715e-06,0.00016710937527412745
TMEM63B,0.6014520368426988,5.153810896082883,2.537483294395403e-06,0.0001680767249530745
SLC25A3,-0.4106044631132981,-5.10877386088092,2.6230331498166274e-06,0.00017278870567665684
HLA-DRA,0.6323478715083848,5.10531837954506,2.6405339178049334e-06,0.0001729910444839527
HMCN1,1.9934047305170353,5.444761960144647,2.9274022340362784e-06,0.00019074252926011383
CCDC152,-1.3723332869519216,-5.119712408548794,2.996434998563468e-06,0.00019351871249290533
GJA1,0.9881897850586165,5.063009848662941,3.002292144772741e-06,0.00019351871249290533
NDUFAF8,0.5366455519710618,5.100090352975345,3.0481880484347424e-06,0.00019542634498761563
LANCL1-AS1,-1.8081753624459145,-5.356303240048827,3.3066515908907623e-06,0.00020980997153836005
PCSK1N,2.070608500487644,5.165511067737604,3.307538962444745e-06,0.00020980997153836005
SLC16A4,0.7851615695711933,5.066649694336125,3.367531794132204e-06,0.00021249125620974204
TNFRSF10C,1.5147606939869067,5.121728760587035,3.612024888364447e-06,0.0002267254784638814
C1QBP,-0.46435610040769415,-5.019557148158149,3.6530956455099943e-06,0.00022810918590635064
MYLK,-1.9690014111320335,-5.054271548580752,3.695754439562381e-06,0.00022957720194773774
APOC1,-1.1729619911745743,-5.182205593158809,3.836039408285971e-06,0.00023706328075227064
EIF3M,-0.4282279468116794,-5.068606898278275,3.895343790752041e-06,0.00023812094194997465
ACSS2,-0.7134541565737642,-5.124966816170943,3.934712175573301e-06,0.00023812094194997465
OCIAD2,0.7733302549030636,5.227242017726222,3.940718784819654e-06,0.00023812094194997465
ITGB6,0.8008367168120571,5.099958387760802,3.953904518623395e-06,0.00023812094194997465
LGALS3BP,0.603401934810984,5.007803592224949,3.970803381103749e-06,0.00023812094194997465
LRP1,1.2770606765571602,5.061546126653199,3.9723236625235576e-06,0.00023812094194997465
S100A10,1.15009780312967,4.994692273548003,4.141392264991856e-06,0.0002470206560447132
SIX1,1.6374512528138325,5.1911156051400225,4.199639599240131e-06,0.0002492548473034155
CST5,1.6461255481165868,5.238969756998811,4.3104848159157825e-06,0.0002532021521875417
BAG1,0.4026695084933811,5.0441178056575104,4.324703853807796e-06,0.0002532021521875417
HHIP-AS1,-1.4243629411459313,-5.307837152680426,4.349519080496929e-06,0.0002532021521875417
BMAL2,1.5084492713413091,5.14846888419227,4.350625018820051e-06,0.0002532021521875417
UBE2Q2,1.0401155181293142,4.986388662002728,4.411106792830803e-06,0.00025478675957698904
CLDN1,1.6049816627181785,4.999715922322098,4.420355825507859e-06,0.00025478675957698904
VSTM4,-1.7841951870535186,-5.027237172178991,4.4752853603413666e-06,0.0002567186420341275
HEXIM2,-1.2075090229689935,-5.158102220120933,4.819626897323387e-06,0.00027515479462861947
SLC43A1,-1.3963965114335843,-5.229389567293917,4.913829928389967e-06,0.0002792033507652479
LAMC2,1.4436575646702434,4.932854574537218,4.959044443785207e-06,0.0002804433199836832
IGFBP7,1.6482679970179506,4.947950146706216,5.101053705116712e-06,0.00028648092545254867
SLC51B,-1.7114479102656128,-5.0674102402513554,5.113597301430095e-06,0.00028648092545254867
MLX,-0.6497822692921389,-5.123187009973277,5.169274164324945e-06,0.0002882531532841478
MYO1G,1.5514663455922637,4.946583748934409,5.26476524631511e-06,0.000292218845083666
NIM1K,-1.6205018778995581,-5.076413096484091,5.345255881162267e-06,0.0002949093691066901
STEAP3,1.3435179975748306,5.02968796740752,5.366331356455028e-06,0.0002949093691066901
ALKBH7,-0.43506102787332335,-4.9732849811191056,5.3870341007894846e-06,0.0002949093691066901
GSDME,1.4009562690884771,5.099926981365168,5.434435023692087e-06,0.0002961520068138383
TTC23L-AS1,-1.0054760916642262,-5.006958841864124,5.651074115111544e-06,0.00030656437812702405
BAX,0.6538208199948494,4.934669836934665,5.9428084648025115e-06,0.0003197219673689406
RCAN2,1.7362202171013705,4.960284092788847,5.9469512655996135e-06,0.0003197219673689406
RASEF,0.8655462603971769,4.985527268863592,6.191248775098096e-06,0.0003313700069850494
TP53BP1,0.833389389313925,5.0566759042416844,6.273496918832893e-06,0.00033427979804394466
SLCO2A1,1.812569924339952,5.008081405870686,6.5128887355464195e-06,0.0003455001019932125
COL9A2,1.3803614154974455,5.148653454888589,6.577804034767008e-06,0.000347209904200694
ENSG00000272234,-1.6971337774961637,-5.015638668011091,6.603040967366605e-06,0.000347209904200694
ZNF226,0.6141032450325405,4.898586008474342,6.9196737654223285e-06,0.0003622706059984642
NECTIN1,1.3129315733837057,4.989070068519968,7.162352671133445e-06,0.0003733454181487777
PLEKHA4,1.0890937929476707,4.910240291105903,7.550798678387399e-06,0.0003918897201523226
RASGRP1,1.4777535575921095,4.936233022046789,7.643887011750621e-06,0.0003950110404477509
ITGB4,1.569311664231444,4.910700046276632,7.780705487602124e-06,0.00040035569996078055
