gene,log2FC,t,p,q
MCTP1,1.4220426890988271,5.573224505774416,5.724155760319521e-07,7.199318401051864e-05
FCN3,-2.507617384299788,-5.680945256303823,5.951242959827137e-07,7.407763659479676e-05
BRINP1,-1.9008341770955526,-5.530583010596015,6.076637645003105e-07,7.486665604670151e-05
PLA1A,-1.628599315132524,-5.655450118783275,6.245509513431582e-07,7.616998168199285e-05
BCAM,0.7439309443619884,5.464456684026288,6.334098067093539e-07,7.64779000620874e-05
CELSR1,1.3875570634674985,5.468129368547903,6.635911802870376e-07,7.932871198797716e-05
NAP1L1,0.5444741358981009,5.4567394266875695,6.731134502472692e-07,7.967815488515225e-05
ARNT2,-1.6851636157637702,-5.465524039313168,6.963912259493752e-07,8.163327827293938e-05
APOLD1,1.640918667773657,5.428102294461338,7.108146446196983e-07,8.252284633786766e-05
NREP,1.2546871401126625,5.485579311142545,7.437514250281801e-07,8.552433053133569e-05
B3GNT8,-1.8182509071639865,-5.649185415109926,7.531045915850999e-07,8.578287583772166e-05
TPM1,-0.9774735484190531,-5.4003642873732165,7.933950516447365e-07,8.90955242579796e-05
TCF4,0.5158029022940873,5.427165593214205,7.969452227813314e-07,8.90955242579796e-05
ABCB1,2.01758885894795,5.3899275415950365,8.318186489051739e-07,9.214108593468871e-05
CXCL12,1.2895958056710732,5.388624887290786,8.408761335986429e-07,9.229762215518195e-05
VIPR1,-3.3280135155768127,-5.705162300040584,8.574422834810569e-07,9.326809126802054e-05
BTNL8,-2.0074078743930093,-5.3579763344155005,9.49217114126961e-07,0.00010088578144577683
MXD4,-1.1837139093185618,-5.37290344371597,9.49709199894189e-07,0.00010088578144577683
GCOM1,-2.30747325341585,-5.360229109476239,9.60151914470275e-07,0.00010088578144577683
TOX2,-1.5087376887335067,-5.564352667594247,9.608965435037547e-07,0.00010088578144577683
IL18R1,-2.102377206867848,-5.3611486583631205,1.0363637413412787e-06,0.00010705295708056228
COPE,-0.43275399183310803,-5.3348327410397225,1.037369221337236e-06,0.00010705295708056228
FDPS,-0.6138067920970318,-5.379734993537809,1.0803290375616043e-06,0.00011054146440270178
PRDX1,-0.3851744209927901,-5.319545372083183,1.1060917921117975e-06,0.00011218276081359109
NFYB,-0.8388131283565432,-5.317713613810893,1.1149520703686375e-06,0.00011218276081359109
PAPSS2,-1.560392130995714,-5.488317884962423,1.1272398845238639e-06,0.00011233435665920179
CPXM2,2.3867778048456665,5.3638969235488965,1.1350663833379675e-06,0.00011233435665920179
HAPLN3,1.4025921905514522,5.306782567699768,1.155469883351795e-06,0.00011342392985032173
CMIP,0.7847896867162234,5.356057513479299,1.1917564855894976e-06,0.00011604248231457738
GLO1,-0.7584062243010523,-5.393657554229021,1.2256658359066963e-06,0.0001183895144218996
NUPR1,-0.8362883153204645,-5.294455072017497,1.2374732448291948e-06,0.00011853250403450841
GATA2,-1.1541743321236426,-5.286340820864881,1.2467805211514468e-06,0.00011853250403450841
ASCL2,-1.8841633691862945,-5.295280928353393,1.2608735805191452e-06,0.00011893584071240749
PTGIS,-1.7161704950799166,-5.327469401569188,1.278622936662107e-06,0.00011952913771484589
DUSP6,0.9988014706825048,5.278435705117151,1.2916149769102764e-06,0.00011952913771484589
ATP11C,1.1358488680508083,5.279922578728998,1.2968624350376686e-06,0.00011952913771484589
