gene_symbol,rank,average_rank,reversal_score_wilcoxon,reversal_score_cosine,reversal_effect_size,q_value,rpe1_rank,rpe1_covered,depmap_gene_effect,depmap_n_cell_lines,is_essential,tier,tier_label
SRSF3,1871,2142.6666666666665,1.453225314735322,0.0015075428941629,0.022047531986071,0.44590842673019654,317.0,True,-2.540686515387145,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
GON4L,1872,2145.3333333333335,1.3334572076674034,0.0089023771183173,0.0115976716610082,0.24685544902545947,1644.0,True,-0.4970961856777213,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TNPO3,1873,2146.0,0.3605312140078665,0.0142000755546069,0.0249784723156776,0.891077358383922,641.0,True,-1.396775276024619,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
CCDC150,1874,2149.0,1.5089778013882498,0.0047156268651082,0.0146337686887658,0.42164091087228533,,False,0.0154739146782268,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GRHPR,1875,2150.3333333333335,1.0363738786721024,0.0074616924650801,0.0169933142877189,0.6193092097037304,,False,-0.1406361008613957,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ISCA2,1876,2151.0,1.1282793832602451,0.0114583699098027,0.0115092659062712,0.5762431923059567,2286.0,True,-0.6671931873488824,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
PGBD2,1877,2152.0,1.3845777411720028,0.0079477988206092,0.0119281069478872,0.4693441684861665,,False,-0.0754067865923444,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLC3A2,1878,2152.0,1.3927570265327387,0.0068082899702291,0.0131388857682004,0.4668488576103092,,False,-0.4962289964980486,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MRPL53,1879,2153.0,0.6042739177577967,0.0287869822081446,0.0110767002938607,0.8005123295582401,2201.0,True,-0.5666645297705584,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
PSMG1,1880,2155.6666666666665,1.0551278115349327,0.0094349843461924,0.0141242983512206,0.6100443122155341,1568.0,True,-0.5287048031818883,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
ZNF507,1881,2158.0,1.4040327556371817,0.0100764730557713,0.0094373368110107,0.4635910096595548,,False,0.0338656571393734,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SCO2,1882,2158.0,1.3111187981105337,0.0064441193798521,0.0144736252224182,0.4970846445318052,,False,-0.1196703489451791,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MEGF8,1883,2158.0,0.901123552885648,0.0145768869202261,0.011938302047706,0.6775234275531133,,False,0.0069528856247102,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CUL4B,1884,2158.3333333333335,1.3418117634287263,0.0046829982694616,0.0165982657285939,0.4858322740823152,,False,-0.0381231061075767,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
KDM2A,1885,2158.6666666666665,1.0966668964740989,0.0132413848471773,0.0104972299249579,0.5920640854514571,1006.0,True,-0.5998953684270739,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
MTG2,1886,2160.0,1.021534318089053,0.0167411898924895,0.0092165670462408,0.6251078483354591,514.0,True,-0.3646958625262705,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TIMM13,1887,2160.6666666666665,2.0785316805635823,0.0020287282159014,0.0137786477499604,0.21933831586278477,956.0,True,-0.8511426985948839,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
GPD1L,1888,2161.6666666666665,1.159939511086077,0.0089508682883764,0.0132957146788144,0.5611291729038732,,False,0.0988665027716385,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLC38A9,1889,2162.3333333333335,1.052086900731018,0.0113215245551816,0.0122875789969501,0.6121635390561782,,False,-0.018870306633159,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RRP7A,1890,2163.6666666666665,4.104540664417868,-0.0088987757367396,0.0916598798229236,0.0017746419510502485,503.0,True,-0.728949733885517,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
DESI2,1891,2166.6666666666665,1.131720976591538,0.0125316825269741,0.010443599445877,0.574949338349535,,False,0.0025520149892744,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
C1orf131,1892,2167.3333333333335,3.847010022488411,-0.0091143605208703,0.1332760965633082,0.0041674843493086,1017.0,True,-0.8625124369674999,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
SLC35B1,1893,2167.3333333333335,0.7919300933198234,0.0107755182897496,0.0164669146463628,0.7234053395281356,1980.0,True,-1.2490029993882517,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
POPDC3,1894,2167.6666666666665,1.4537511259370837,0.0048162224232143,0.0146503675680592,0.4456059774466545,,False,0.0798709754660232,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
BZW1,1895,2168.6666666666665,1.0882539172459131,0.0078430178346736,0.0151614193310259,0.5949192227657187,,False,-0.06308478898113,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
VIRMA,1896,2169.0,0.7765062980681501,0.0074565863112931,0.0228291941937401,0.7295513963188488,,False,-1.2589506622200912,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
HSCB,1897,2170.0,1.050337087252216,0.005282630744781,0.0210177935111763,0.6128192192942833,1329.0,True,-0.6269042930672677,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
ZNF226,1898,2170.6666666666665,1.5471118259831975,0.0077270161652607,0.0103691079626596,0.4057354195318691,,False,0.0003078071360614,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HOXB4,1899,2170.6666666666665,1.5180169394857228,0.0080343633468216,0.0102657009317095,0.41833440371142006,,False,0.0249091620226736,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CPQ,1900,2171.0,1.4044599881198092,0.0072156335690542,0.0122017090483952,0.4635088713715514,,False,-0.0145237173634771,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PRDM10,1901,2171.3333333333335,0.8823111965559554,0.006627850776877,0.0220679938873007,0.684453990669395,1003.0,True,-0.4188039050396865,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SAMHD1,1902,2173.0,1.6660035810481806,0.0034955181924111,0.0143709506029278,0.35585653563000863,,False,-0.1439316337563869,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RPL17,1903,2176.6666666666665,3.2937397913014896,-0.0088673040989579,0.119599367989231,0.020384809912898143,465.0,True,-3.0730457049431443,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
VARS2,1904,2176.6666666666665,0.7645294873613582,0.0259345168709297,0.0090162482643081,0.7361029330106134,1642.0,True,-0.5104825716958026,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
ZNF57,1905,2177.0,1.1215552933574808,0.0100147639852543,0.0123974864033543,0.5794886203407821,,False,0.0490019751942023,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
KIF4A,1906,2177.3333333333335,1.319873465345636,0.0079582862802728,0.0122559342792936,0.49336287968016224,1074.0,True,-0.6345442622190992,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
DCAF1,1907,2179.0,1.433478182935831,0.0041627890013486,0.0155859790854886,0.45271073434563913,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
CDC123,1908,2179.3333333333335,2.1101387761361408,0.0020199806900555,0.0133053618216608,0.21001114459104314,899.0,True,-1.8723216408193977,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
TOLLIP,1909,2179.3333333333335,1.244887231904006,0.0065915188040973,0.0146865050386809,0.5246838523130997,,False,0.080719368771241,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RFXAP,1910,2179.3333333333335,1.4553869830092308,0.0044568412612828,0.0147906750212219,0.4448753444021372,,False,-0.0927955215098473,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FUNDC2,1911,2179.3333333333335,1.6016796406059914,-0.0011025512012229,0.0263806146960487,0.38331408791741356,1404.0,True,0.0641369147498598,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
WDR25,1912,2180.0,1.4818528134978977,0.0085339002968322,0.0098868795697666,0.434675221077656,1781.0,True,-0.6827846353594984,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
TM9SF2,1913,2180.3333333333335,0.9472196682400812,0.0128621597487865,0.0121856300666132,0.6578372741592696,,False,-0.1325209772465369,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DDX10,1914,2180.3333333333335,4.277006738595671,-0.0092488799634694,0.0974392153898589,0.001040256065263124,924.0,True,-1.4716292629273795,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
LRPPRC,1915,2181.0,2.874317722696324,-0.0073470586458023,0.0441106469507979,0.05634586044385112,646.0,True,-0.6188374332374326,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
TAMM41,1916,2181.6666666666665,2.260170239038782,0.0006696845382392,0.0142114364877499,0.16976612807868136,1363.0,True,-0.6551804097585125,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
DENND5A,1917,2182.0,1.4477335088502563,0.0042587445649763,0.0151160905291451,0.44768766096039336,,False,-0.0698105567728103,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLIRP,1918,2183.6666666666665,1.915939172285525,-0.0041454346970978,0.0357709916763588,0.26870147308436476,,False,-0.2701461336270672,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FAM174C,1919,2186.0,0.9434805663608876,0.011220409687084,0.0133725158237039,0.6597532167714576,,False,-0.1116918875294781,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
COPRS,1920,2187.3333333333335,2.2991386914360024,-0.0023909446066089,0.0201042466524082,0.16002340848814883,,False,-0.2018290284055118,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PRPF38A,1921,2187.6666666666665,0.8875693085735713,0.0036449042518137,0.0321904696786565,0.6830481554006377,546.0,True,-2.517758442361488,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
MAIP1,1922,2188.6666666666665,1.445811776497735,0.0064234925874122,0.0125005582277538,0.44833794701175694,,False,-0.0941222158352245,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF648,1923,2191.6666666666665,1.267438690112892,0.0093331821836657,0.0110931897035859,0.5154953781251063,,False,-0.1640348126614736,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
KIAA0586,1924,2192.0,0.8976765683407664,0.0129478692992903,0.0125653349099501,0.6785092489762288,863.0,True,-0.0900349441671083,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
YBEY,1925,2192.3333333333335,1.0692662905156334,0.0126921983388294,0.0105770702448448,0.604933749339231,,False,-0.0588520356883722,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GPR89A,1926,2196.6666666666665,1.2706192832780572,0.0052897196163908,0.0158628895445962,0.5145969286033631,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
IRX4,1927,2197.0,0.7541301102598511,0.0084358642474904,0.0203488989701889,0.7405196308559874,,False,0.1407870086632152,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLBP,1928,2197.6666666666665,0.6649758998278297,0.0067553969845882,0.0287775084076046,0.7764752894700702,2013.0,True,-0.6945367719733145,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
AURKAIP1,1929,2198.6666666666665,1.2133969832651723,0.0061962508995287,0.0152346917723312,0.540043329448553,1559.0,True,-0.4285344551113442,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PWP2,1930,2199.0,3.231927763361071,-0.0089187529078368,0.0999292897184917,0.024074133642620447,905.0,True,-1.2341221361774044,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
JUND,1931,2199.6666666666665,1.112674926394396,0.0101310971434662,0.0120501876390366,0.5838453162674153,,False,-0.1674932855528971,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF254,1932,2201.0,1.3588129922856846,0.0062507387671877,0.0134502068132967,0.4798653091456293,,False,0.0050565249135706,349.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
LRRC37B,1933,2201.3333333333335,1.26778440234238,0.0075949431762739,0.0127148969668382,0.51541502340995,993.0,True,-0.2520144135228405,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLC35F6,1934,2203.0,1.7313222010362743,0.0037231468529551,0.0130695017900067,0.3311651449098313,,False,-0.0332877972363916,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GK5,1935,2203.3333333333335,1.2148575699367326,0.0093622997373663,0.0115202588887044,0.5396171084905652,,False,0.0192151953702677,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ARFGAP2,1936,2204.0,1.155090363336498,0.0078067331852575,0.013908767631593,0.5638118930535222,,False,-0.0016367613671478,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PLXNA1,1937,2204.0,1.2304566355889932,0.0098872748398503,0.0107714556986481,0.5326190660388143,,False,0.022953271499214,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
EZR,1938,2206.3333333333335,1.0870884781894126,0.0092521421561402,0.0130093796803611,0.043871832822365134,,False,-0.0060852688424187,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
B4GALT4,1939,2207.0,1.0698505251842574,0.0127831046066213,0.0102894613978722,0.6047684745533052,,False,0.1415808555941572,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CD99,1940,2207.3333333333335,0.4632876972991787,0.0172216077716216,0.0164209221887836,0.8548372386365881,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
CELF2,1941,2207.6666666666665,1.5101881949261613,0.0038711287562319,0.0146200018554537,0.4212357402452132,,False,-0.0615629314856623,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
