cohort	pathway_id	size	hits	n_tested
YuJ_2015	FOLSYN-PWY	12	0	2
YuJ_2015	PWY-5860	9	0	2
YuJ_2015	PWY-5862	9	0	2
YuJ_2015	PWY-1861	9	0	6
YuJ_2015	METHGLYUT-PWY	8	0	1
YuJ_2015	HISDEG-PWY	4	4	40
YuJ_2015	PWY-6731	4	0	2
YuJ_2015	PWY-6803	4	0	5
YuJ_2015	PWY-6630	10	0	4
YuJ_2015	POLYISOPRENSYN-PWY	6	0	2
YuJ_2015	HEMESYN2-PWY	4	0	4
YuJ_2015	HEME-BIOSYNTHESIS-II	4	0	8
YuJ_2015	PWY-5747	6	0	2
YuJ_2015	PWY-7204	9	0	2
YuJ_2015	PWY0-42	5	0	2
YuJ_2015	PWY-5837	7	0	6
YuJ_2015	PWY0-1415	6	0	2
YuJ_2015	PWY-6612	10	0	2
YuJ_2015	PWY0-1277	9	0	2
YuJ_2015	PWY-5367	6	0	3
YuJ_2015	KETOGLUCONMET-PWY	8	0	4
YuJ_2015	PWY-5863	16	0	4
YuJ_2015	THREOCAT-PWY	19	0	2
YuJ_2015	LACTOSECAT-PWY	4	0	8
YuJ_2015	PWY-7315	4	1	10
YuJ_2015	PPGPPMET-PWY	6	0	5
YuJ_2015	HCAMHPDEG-PWY	5	0	3
YuJ_2015	PWY-6690	5	0	3
YuJ_2015	TEICHOICACID-PWY	12	0	3
YuJ_2015	PWY66-389	4	0	3
YuJ_2015	PWY-6588	5	0	4
YuJ_2015	PWY-5656	4	0	1
YuJ_2015	NAD-BIOSYNTHESIS-II	5	0	7
YuJ_2015	PWY-5138	5	0	6
YuJ_2015	LPSSYN-PWY	26	0	1
YuJ_2015	PWY-5920	8	0	2
YuJ_2015	AST-PWY	5	0	2
YuJ_2015	PWY-7269	5	0	3
YuJ_2015	METH-ACETATE-PWY	6	1	4
YuJ_2015	PWY-6823	6	0	2
YuJ_2015	P122-PWY	18	0	2
YuJ_2015	PWY-6859	4	0	2
YuJ_2015	PWY-5030	6	1	22
YuJ_2015	KDO-NAGLIPASYN-PWY	17	0	2
YuJ_2015	GLUDEG-I-PWY	4	0	1
YuJ_2015	REDCITCYC	10	0	2
YuJ_2015	GLYCOL-GLYOXDEG-PWY	4	0	2
YuJ_2015	ECASYN-PWY	10	0	4
YuJ_2015	PWY-7456	7	0	3
YuJ_2015	PWY0-1338	6	0	5
YuJ_2015	UBISYN-PWY	13	0	2
YuJ_2015	PWY-4984	5	0	6
YuJ_2015	PWY-7446	5	0	2
YuJ_2015	PWY-5855	8	0	3
YuJ_2015	PWY-5856	8	0	3
YuJ_2015	PWY-5857	8	0	3
YuJ_2015	PWY-6708	8	0	3
YuJ_2015	PWY-7013	5	0	9
YuJ_2015	PWY-7209	5	0	1
YuJ_2015	P221-PWY	5	0	3
YuJ_2015	PWY-7094	6	0	4
YuJ_2015	PWY-6071	12	0	2
YuJ_2015	PWY-7385	9	0	1
YuJ_2015	PWY0-321	10	0	2
YuJ_2015	PWY-5705	4	0	2
YuJ_2015	PWY0-41	8	0	2
YuJ_2015	P185-PWY	12	0	2
YuJ_2015	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	8	0	2
YuJ_2015	PWY-6837	5	0	4
YuJ_2015	GOLPDLCAT-PWY	4	2	9
YuJ_2015	PWY0-1533	4	0	2
YuJ_2015	PWY-7371	5	0	5
YuJ_2015	PWY-5692	4	0	2
YuJ_2015	URDEGR-PWY	4	0	2
YuJ_2015	PWY-4321	5	0	1
YuJ_2015	PWY-6215	4	0	1
YuJ_2015	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4	0	3
YuJ_2015	PWY3DJ-35471	10	0	2
YuJ_2015	PWY-6467	5	0	1
YuJ_2015	PWY-7165	7	0	2
YuJ_2015	PWY-7316	4	2	3
YuJ_2015	PWY-6953	5	0	2
YuJ_2015	PWY-7312	4	1	2
YuJ_2015	PWY-6478	4	0	1
YuJ_2015	PWY-5941	6	0	3
YuJ_2015	PWY-5022	7	0	1
YuJ_2015	PWY-3801	19	0	1
YuJ_2015	PWY-7345	15	0	1
YuJ_2015	PWY-7003	16	0	2
YuJ_2015	PWY-6471	16	0	1
YuJ_2015	PWY-7196	10	0	1
YuJ_2015	PWY-5181	12	0	2
YuJ_2015	NONMEVIPP-PWY	9	0	3
YuJ_2015	PWY-5417	6	0	2
YuJ_2015	PWY-5431	6	0	2
YuJ_2015	PWY-6182	7	0	2
YuJ_2015	PWY-6318	9	0	4
YuJ_2015	AEROBACTINSYN-PWY	4	0	2
YuJ_2015	PWY-6185	7	0	2
YuJ_2015	CATECHOL-ORTHO-CLEAVAGE-PWY	4	0	2
YuJ_2015	PWY-6572	8	0	1
YuJ_2015	PWY-1541	6	0	1
YuJ_2015	PWY-5005	8	0	6
YuJ_2015	PWY-6595	6	2	4
YuJ_2015	P124-PWY	15	0	2
YuJ_2015	METHANOGENESIS-PWY	6	0	2
YuJ_2015	PWY-5198	6	0	2
YuJ_2015	P125-PWY	5	0	2
YuJ_2015	PWY-6749	10	0	2
YuJ_2015	P164-PWY	15	3	7
YuJ_2015	P162-PWY	10	1	1
YuJ_2015	P108-PWY	7	0	2
YuJ_2015	PWY-6143	6	0	1
YuJ_2015	PWY-6876	5	0	1
YuJ_2015	URSIN-PWY	7	0	1
ZellerG_2014	PWY-1042	10	18	71
ZellerG_2014	PWY-6609	4	17	114
ZellerG_2014	TRNA-CHARGING-PWY	21	9	56
ZellerG_2014	PWY-5686	6	18	113
ZellerG_2014	ILEUSYN-PWY	7	19	82
ZellerG_2014	PWY-7111	5	21	128
ZellerG_2014	VALSYN-PWY	4	21	129
ZellerG_2014	PWY-6386	8	13	101
ZellerG_2014	PEPTIDOGLYCANSYN-PWY	10	17	111
ZellerG_2014	PWY-6387	8	17	116
ZellerG_2014	PWY-6700	4	16	111
ZellerG_2014	COA-PWY-1	5	21	124
ZellerG_2014	PWY-6385	14	13	93
ZellerG_2014	PWY-7221	4	14	126
ZellerG_2014	PWY-6163	5	14	83
ZellerG_2014	ARGSYNBSUB-PWY	9	16	77
ZellerG_2014	ARGSYN-PWY	9	18	66
ZellerG_2014	PWY-7400	14	18	64
ZellerG_2014	PWY-6122	5	23	132
ZellerG_2014	PWY-6277	5	23	132
ZellerG_2014	ARO-PWY	7	10	57
ZellerG_2014	PWY-5667	4	15	78
ZellerG_2014	PWY0-1319	4	15	78
ZellerG_2014	PWY-6121	5	19	120
ZellerG_2014	PWY-3841	11	12	87
ZellerG_2014	DTDPRHAMSYN-PWY	4	15	106
ZellerG_2014	PWY-5097	7	17	96
ZellerG_2014	COMPLETE-ARO-PWY	17	8	47
ZellerG_2014	BRANCHED-CHAIN-AA-SYN-PWY	19	18	81
ZellerG_2014	PWY-6151	4	15	97
ZellerG_2014	CALVIN-PWY	13	14	34
ZellerG_2014	PWY-2942	8	11	90
ZellerG_2014	GLYCOGENSYNTH-PWY	4	12	41
ZellerG_2014	PWY-7229	8	3	30
ZellerG_2014	PWY-5103	7	19	81
ZellerG_2014	1CMET2-PWY	9	13	75
ZellerG_2014	GLUTORN-PWY	5	18	67
ZellerG_2014	PWY-6126	8	3	30
ZellerG_2014	COA-PWY	4	16	108
ZellerG_2014	PWY-7237	10	9	41
ZellerG_2014	PWY-724	10	3	37
ZellerG_2014	ANAGLYCOLYSIS-PWY	11	2	26
ZellerG_2014	PANTOSYN-PWY	9	7	63
ZellerG_2014	HISTSYN-PWY	11	7	69
ZellerG_2014	PWY-5695	4	10	72
ZellerG_2014	PWY-7220	4	6	63
ZellerG_2014	PWY-7222	4	6	63
ZellerG_2014	PWY-3001	13	3	27
ZellerG_2014	PANTO-PWY	4	10	73
ZellerG_2014	RIBOSYN2-PWY	9	10	66
ZellerG_2014	PWY-6168	9	8	36
ZellerG_2014	PWY-6123	6	5	74
ZellerG_2014	PWY-6317	5	13	31
ZellerG_2014	PWY-6527	7	7	31
ZellerG_2014	NONOXIPENT-PWY	5	15	52
ZellerG_2014	PWY-7357	6	10	48
ZellerG_2014	PWY-6124	5	6	73
ZellerG_2014	TRPSYN-PWY	7	13	43
ZellerG_2014	PYRIDNUCSYN-PWY	6	11	41
ZellerG_2014	THRESYN-PWY	6	4	40
ZellerG_2014	HSERMETANA-PWY	4	11	41
ZellerG_2014	PWY-6936	5	11	55
ZellerG_2014	SER-GLYSYN-PWY	4	9	71
ZellerG_2014	PWY0-1586	12	10	43
ZellerG_2014	PWY-5104	6	7	12
ZellerG_2014	PWY-6892	8	11	29
ZellerG_2014	NONMEVIPP-PWY	9	0	5
ZellerG_2014	GLUCONEO-PWY	13	0	6
ZellerG_2014	GLYCOLYSIS	12	0	7
ZellerG_2014	UDPNAGSYN-PWY	5	3	44
ZellerG_2014	PWY-5973	5	1	31
ZellerG_2014	COBALSYN-PWY	9	6	19
ZellerG_2014	PWY-6703	4	7	57
ZellerG_2014	MET-SAM-PWY	9	1	5
ZellerG_2014	PWY-5484	11	0	7
ZellerG_2014	THISYN-PWY	12	0	7
ZellerG_2014	PWY-5347	9	1	3
ZellerG_2014	METSYN-PWY	8	1	5
ZellerG_2014	PWY-6897	5	1	19
ZellerG_2014	THISYNARA-PWY	7	3	30
ZellerG_2014	PWY0-166	14	0	10
ZellerG_2014	PWY0-162	9	1	7
ZellerG_2014	PWY-5188	6	7	24
ZellerG_2014	PWY-1861	9	1	3
ZellerG_2014	METH-ACETATE-PWY	6	3	5
ZellerG_2014	DAPLYSINESYN-PWY	9	0	6
ZellerG_2014	PWY-6125	8	2	32
ZellerG_2014	PWY-7228	6	0	34
ZellerG_2014	PWY-6305	4	1	6
ZellerG_2014	PWY-6147	5	2	26
ZellerG_2014	PHOSLIPSYN-PWY	10	1	5
ZellerG_2014	PWY-5659	4	5	20
ZellerG_2014	CITRULBIO-PWY	8	1	4
ZellerG_2014	HOMOSER-METSYN-PWY	5	1	5
ZellerG_2014	HISDEG-PWY	4	2	32
ZellerG_2014	PWY-7184	9	0	11
ZellerG_2014	GLUCUROCAT-PWY	7	0	3
ZellerG_2014	PWY-4041	6	0	14
ZellerG_2014	PWY-6545	9	0	2
ZellerG_2014	GLYCOCAT-PWY	8	0	5
ZellerG_2014	PWY-7234	6	0	22
ZellerG_2014	PWY-4984	5	1	3
ZellerG_2014	PWY-5030	6	0	22
ZellerG_2014	GLCMANNANAUT-PWY	5	0	7
ZellerG_2014	P461-PWY	20	1	2
ZellerG_2014	PWY-5154	9	3	8
ZellerG_2014	RHAMCAT-PWY	5	2	23
ZellerG_2014	PWY4FS-7	6	5	10
ZellerG_2014	PWY4FS-8	6	5	10
ZellerG_2014	PWY-7282	10	1	8
ZellerG_2014	ARGININE-SYN4-PWY	4	1	26
ZellerG_2014	PWY0-1479	10	0	4
ZellerG_2014	SALVADEHYPOX-PWY	5	3	8
ZellerG_2014	PWY-2941	9	2	16
ZellerG_2014	PWYG-321	205	0	4
ZellerG_2014	PWY0-1061	6	1	8
ZellerG_2014	PWY-1269	5	0	14
ZellerG_2014	PWY-7664	14	0	5
ZellerG_2014	PWY-5384	4	0	7
ZellerG_2014	PWY0-862	6	0	7
ZellerG_2014	PWY-6282	9	0	5
ZellerG_2014	PWY-5989	6	0	4
ZellerG_2014	GLUCOSE1PMETAB-PWY	5	0	5
ZellerG_2014	P124-PWY	15	0	2
ZellerG_2014	FASYN-INITIAL-PWY	6	0	5
ZellerG_2014	PWY0-845	11	3	16
ZellerG_2014	PWY-7013	5	2	5
ZellerG_2014	LACTOSECAT-PWY	4	2	12
ZellerG_2014	GOLPDLCAT-PWY	4	3	5
ZellerG_2014	PYRIDOXSYN-PWY	7	3	18
ZellerG_2014	PWY-5941	6	0	4
ZellerG_2014	PWY0-1241	5	0	5
ZellerG_2014	NAGLIPASYN-PWY	6	0	7
ZellerG_2014	PWY0-1297	7	0	12
ZellerG_2014	PWY-7316	4	0	2
ZellerG_2014	PWY-6353	11	3	5
ZellerG_2014	PENTOSE-P-PWY	8	0	10
ZellerG_2014	PWY-6606	4	3	6
ZellerG_2014	PWY-5367	6	0	4
ZellerG_2014	BIOTIN-BIOSYNTHESIS-PWY	16	0	3
ZellerG_2014	PWY-6519	11	0	3
ZellerG_2014	PWY-7315	4	0	5
ZellerG_2014	OANTIGEN-PWY	10	0	9
ZellerG_2014	DENOVOPURINE2-PWY	27	1	4
ZellerG_2014	PWY-7187	7	0	6
ZellerG_2014	PWY66-409	17	1	4
ZellerG_2014	PWY-7323	6	0	2
ZellerG_2014	TEICHOICACID-PWY	12	0	3
ZellerG_2014	PWY-6891	7	0	4
ZellerG_2014	FUCCAT-PWY	4	0	3
ZellerG_2014	NAD-BIOSYNTHESIS-II	5	0	2
ZellerG_2014	P125-PWY	5	0	5
ZellerG_2014	PWY-6478	4	0	1
ZellerG_2014	PWY-7312	4	0	2
ZellerG_2014	PWY-5005	8	0	1
ZellerG_2014	ANAEROFRUCAT-PWY	14	0	2
ZellerG_2014	PWY-841	21	0	1
ZellerG_2014	PWY-5971	31	0	1
ZellerG_2014	PWY-6901	17	0	1
ZellerG_2014	COLANSYN-PWY	12	0	2
ZellerG_2014	PWY-6471	16	1	2
ZellerG_2014	HEXITOLDEGSUPER-PWY	19	0	1
ZellerG_2014	PWY0-1261	12	0	2
ZellerG_2014	PWY-6629	14	0	1
ZellerG_2014	PWY-6895	11	0	1
ZellerG_2014	ARG+POLYAMINE-SYN	17	0	1
ZellerG_2014	P441-PWY	21	0	1
ZellerG_2014	SULFATE-CYS-PWY	9	0	1
ZellerG_2014	PRPP-PWY	49	0	1
ZellerG_2014	GLYCOLYSIS-E-D	16	0	1
ZellerG_2014	PYRIDNUCSAL-PWY	7	0	1
ZellerG_2014	PWY-6628	10	0	1
ZellerG_2014	FERMENTATION-PWY	17	0	1
ZellerG_2014	TCA	11	0	1
ZellerG_2014	FAO-PWY	7	0	1
ZellerG_2014	GLYCOLYSIS-TCA-GLYOX-BYPASS	26	0	1
ZellerG_2014	PWY-7117	14	0	2
ZellerG_2014	PWY-5913	9	0	2
ZellerG_2014	FUC-RHAMCAT-PWY	12	0	1
ZellerG_2014	PWY-5136	5	0	1
ZellerG_2014	POLYAMSYN-PWY	8	0	1
ZellerG_2014	GALACT-GLUCUROCAT-PWY	11	0	1
ZellerG_2014	PWY-5838	10	0	1
ZellerG_2014	SO4ASSIM-PWY	4	0	1
ZellerG_2014	PWY-5897	10	0	2
ZellerG_2014	PWY-5898	10	0	2
ZellerG_2014	PWY-5899	10	0	2
ZellerG_2014	POLYISOPRENSYN-PWY	6	0	1
ZellerG_2014	PWY0-781	25	0	1
ZellerG_2014	PWY-5723	10	0	1
ZellerG_2014	P4-PWY	18	0	1
ZellerG_2014	PWY-6630	10	0	1
ZellerG_2014	PWY-6285	53	0	1
ZellerG_2014	PWY-6969	10	0	1
ZellerG_2014	GALACTARDEG-PWY	4	0	2
ZellerG_2014	GLUCARGALACTSUPER-PWY	4	0	2
ZellerG_2014	PWY-5861	9	0	1
ZellerG_2014	PWY0-1298	6	0	2
ZellerG_2014	PWY-5690	10	0	1
ZellerG_2014	TCA-GLYOX-BYPASS	13	0	1
ZellerG_2014	PWY-6859	4	0	2
ZellerG_2014	PWY-5845	10	0	1
ZellerG_2014	ENTBACSYN-PWY	11	0	1
ZellerG_2014	PWY-7254	10	0	1
ZellerG_2014	PWY-5840	10	0	2
ZellerG_2014	PWY-5850	10	0	1
ZellerG_2014	PWY-5896	10	0	1
ZellerG_2014	P105-PWY	10	0	1
ZellerG_2014	KETOGLUCONMET-PWY	8	0	1
ZellerG_2014	PWY-7328	6	0	1
ZellerG_2014	PWY-5918	10	0	1
ZellerG_2014	PWY-561	15	0	1
ZellerG_2014	HEMESYN2-PWY	4	0	2
ZellerG_2014	METHGLYUT-PWY	8	0	1
ZellerG_2014	PWY-5675	4	0	1
ZellerG_2014	PWY-5862	9	0	1
ZellerG_2014	PWY-6284	20	0	1
ZellerG_2014	PWY-5860	9	0	1
ZellerG_2014	PWY-5189	4	0	1
ZellerG_2014	PWY-6588	5	1	2
ZellerG_2014	PWY-6803	4	0	2
ZellerG_2014	PWY-5863	16	0	1
ZellerG_2014	PWY-6531	5	0	1
ZellerG_2014	HEME-BIOSYNTHESIS-II	4	0	1
ZellerG_2014	PWY-5837	7	0	2
ZellerG_2014	PWY4LZ-257	9	0	1
ZellerG_2014	PPGPPMET-PWY	6	0	1
ZellerG_2014	PWY0-1415	6	0	1
ZellerG_2014	PWY-4702	14	0	1
ZellerG_2014	FOLSYN-PWY	12	0	1
ZellerG_2014	GLUCARDEG-PWY	4	0	1
ZellerG_2014	PWY-7204	9	0	1
ZellerG_2014	P161-PWY	5	0	2
ZellerG_2014	PWY-5656	4	0	1
ZellerG_2014	PWY66-389	4	0	1
ZellerG_2014	PWY-5920	8	0	1
ZellerG_2014	PWY-6612	10	0	1
ZellerG_2014	PWY-7094	6	0	1
ZellerG_2014	AST-PWY	5	0	1
ZellerG_2014	PWY0-42	5	0	1
ZellerG_2014	PWY-6823	6	0	1
ZellerG_2014	PWY-7446	5	0	1
ZellerG_2014	PWY-5747	6	0	1
ZellerG_2014	P122-PWY	18	0	1
ZellerG_2014	PWY-5138	5	1	2
ZellerG_2014	PWY-5692	4	0	1
ZellerG_2014	URDEGR-PWY	4	0	1
ZellerG_2014	PWY-6572	8	0	1
ZellerG_2014	PWY-5705	4	0	1
ZellerG_2014	KDO-NAGLIPASYN-PWY	17	0	1
ZellerG_2014	GLYCOL-GLYOXDEG-PWY	4	0	1
ZellerG_2014	AEROBACTINSYN-PWY	4	0	1
ZellerG_2014	PWY0-1533	4	0	1
ZellerG_2014	UBISYN-PWY	13	0	1
ZellerG_2014	PWY-5855	8	0	1
ZellerG_2014	PWY-5856	8	0	1
ZellerG_2014	PWY-5857	8	0	1
ZellerG_2014	PWY-6708	8	0	1
ZellerG_2014	PWY0-41	8	0	1
ZellerG_2014	P221-PWY	5	0	1
ZellerG_2014	PWY-7371	5	1	2
ZellerG_2014	PWY-6876	5	0	1
ZellerG_2014	PWY-7456	7	0	4
ZellerG_2014	P164-PWY	15	0	3
ZellerG_2014	PWY-6167	10	0	2
ZellerG_2014	PWY-5101	8	0	2
ZellerG_2014	PWY-6731	4	0	1
ZellerG_2014	METHANOGENESIS-PWY	6	0	2
ZellerG_2014	PWY-6349	6	0	2
ZellerG_2014	PWY-5198	6	0	2
ZellerG_2014	ORNDEG-PWY	9	0	1
ZellerG_2014	ARGDEG-PWY	11	0	1
ZellerG_2014	ORNARGDEG-PWY	11	0	1
ZellerG_2014	PWY-6595	6	0	1
ZellerG_2014	PWY-7209	5	0	1
ZellerG_2014	PWY-6749	10	0	1
ZellerG_2014	ECASYN-PWY	10	0	1
ZellerG_2014	PWY-7269	5	0	1
ZellerG_2014	PWY0-1338	6	0	1
ZellerG_2014	PWY0-1277	9	0	1
ZellerG_2014	HCAMHPDEG-PWY	5	0	1
ZellerG_2014	PWY-6690	5	0	1
ZellerG_2014	PWY-6837	5	0	1
ZellerG_2014	PWY0-881	17	0	1
ZellerG_2014	LPSSYN-PWY	26	0	1
ZellerG_2014	PWY-7198	7	0	2
ZellerG_2014	PWY-6953	5	0	2
ZellerG_2014	REDCITCYC	10	0	1
ZellerG_2014	PWY-6143	6	0	1
