cohort	pathway_id	size_members_measured	hits_FDR10	hits_nominal05	size_reactions
YuJ_2015	PWYG-321	5	0	0	205
YuJ_2015	PWY-841	3	0	0	21
YuJ_2015	PWY-5154	12	2	5	9
YuJ_2015	PWY-6124	84	11	17	5
YuJ_2015	PWY-6168	46	9	17	9
YuJ_2015	PWY-5973	33	1	7	5
YuJ_2015	MET-SAM-PWY	11	2	4	9
YuJ_2015	PYRIDNUCSYN-PWY	42	10	15	6
YuJ_2015	PWY-7664	12	0	0	14
YuJ_2015	PWY-5971	2	0	0	31
YuJ_2015	SER-GLYSYN-PWY	70	13	19	4
YuJ_2015	HISTSYN-PWY	72	12	18	11
YuJ_2015	PWY4FS-7	10	3	4	6
YuJ_2015	PWY4FS-8	10	3	4	6
YuJ_2015	PWY0-1261	7	0	1	12
YuJ_2015	PWY0-862	12	0	0	6
YuJ_2015	PWY0-166	11	1	1	14
YuJ_2015	PWY-6527	34	7	14	7
YuJ_2015	PWY-6282	12	0	0	9
YuJ_2015	THISYN-PWY	7	0	2	12
YuJ_2015	PWY-5347	8	1	2	9
YuJ_2015	METSYN-PWY	11	3	4	8
YuJ_2015	PWY-5188	30	4	6	6
YuJ_2015	ARG+POLYAMINE-SYN	4	0	0	17
YuJ_2015	PWY-7187	4	0	0	7
YuJ_2015	PWY-6892	31	8	13	8
YuJ_2015	GLYCOLYSIS-TCA-GLYOX-BYPASS	2	0	0	26
YuJ_2015	PWY0-162	8	2	3	9
YuJ_2015	PWY-6901	2	0	0	17
YuJ_2015	PWY0-1479	8	1	2	10
YuJ_2015	PWY-6125	32	2	5	8
YuJ_2015	TCA	5	0	0	11
YuJ_2015	PWY-6353	7	5	5	11
YuJ_2015	PWY-7357	54	13	21	6
YuJ_2015	PWY-6317	30	7	12	5
YuJ_2015	OANTIGEN-PWY	10	1	2	10
YuJ_2015	PWY-6895	2	0	0	11
YuJ_2015	PWY-7228	35	3	6	6
YuJ_2015	PWY-6703	65	4	8	4
YuJ_2015	PWY-5989	9	0	0	6
YuJ_2015	P441-PWY	2	0	0	21
YuJ_2015	PWY-6629	2	0	0	14
YuJ_2015	PWY-6897	22	2	4	5
YuJ_2015	FERMENTATION-PWY	6	0	0	17
YuJ_2015	DAPLYSINESYN-PWY	11	0	1	9
YuJ_2015	FAO-PWY	5	0	0	7
YuJ_2015	TRPSYN-PWY	49	8	17	7
YuJ_2015	PWY-6305	10	3	4	4
YuJ_2015	PWY-5723	3	0	0	10
YuJ_2015	BIOTIN-BIOSYNTHESIS-PWY	5	0	0	16
YuJ_2015	PWY-6519	6	0	1	11
YuJ_2015	PWY0-781	2	0	0	25
YuJ_2015	PWY-1269	16	0	0	5
YuJ_2015	GLYCOLYSIS-E-D	2	0	0	16
YuJ_2015	PWY-5913	6	0	0	9
YuJ_2015	PWY-5104	16	5	6	6
YuJ_2015	SULFATE-CYS-PWY	3	0	0	9
YuJ_2015	P4-PWY	3	0	0	18
YuJ_2015	PENTOSE-P-PWY	13	4	4	8
YuJ_2015	PYRIDOXSYN-PWY	21	2	3	7
YuJ_2015	PWY-7211	2	0	0	18
YuJ_2015	PRPP-PWY	2	0	0	49
YuJ_2015	PWY66-409	3	0	0	17
YuJ_2015	PYRIDNUCSAL-PWY	2	0	0	7
YuJ_2015	PWY-7184	13	1	1	9
YuJ_2015	PWY-6628	3	0	0	10
YuJ_2015	TCA-GLYOX-BYPASS	5	0	0	13
YuJ_2015	PWY-6285	2	0	0	53
YuJ_2015	THISYNARA-PWY	34	7	9	7
YuJ_2015	POLYAMSYN-PWY	5	0	0	8
YuJ_2015	PWY-7117	6	0	0	14
YuJ_2015	PWY0-1297	14	2	5	7
YuJ_2015	PWY-7282	10	0	1	10
YuJ_2015	PWY-5136	4	0	0	5
YuJ_2015	PWY-4041	16	0	0	6
YuJ_2015	ENTBACSYN-PWY	2	0	0	11
YuJ_2015	PWY-7234	26	1	1	6
YuJ_2015	NAGLIPASYN-PWY	13	1	2	6
YuJ_2015	COBALSYN-PWY	20	4	7	9
YuJ_2015	CITRULBIO-PWY	7	0	0	8
YuJ_2015	PWY-6891	3	0	0	7
YuJ_2015	ORNDEG-PWY	4	0	0	9
YuJ_2015	HOMOSER-METSYN-PWY	11	3	4	5
YuJ_2015	RHAMCAT-PWY	28	4	6	5
YuJ_2015	FUCCAT-PWY	7	1	2	4
YuJ_2015	PWY-6545	4	0	0	9
YuJ_2015	GLYCOCAT-PWY	6	0	0	8
YuJ_2015	PWY-7237	49	14	19	10
YuJ_2015	GLCMANNANAUT-PWY	10	1	2	5
YuJ_2015	PWY-5675	4	0	0	4
YuJ_2015	PWY-6969	2	0	0	10
YuJ_2015	SO4ASSIM-PWY	5	0	0	4
YuJ_2015	PWY-561	2	0	0	15
YuJ_2015	P105-PWY	2	0	0	10
YuJ_2015	PWY4LZ-257	2	0	0	9
YuJ_2015	PWY0-1298	6	1	1	6
YuJ_2015	PWY-6147	23	1	4	5
YuJ_2015	PWY-6606	11	7	7	4
YuJ_2015	PWY0-845	17	1	2	11
YuJ_2015	PWY-6284	2	0	0	20
YuJ_2015	PWY-5838	2	0	0	10
YuJ_2015	PWY-5897	2	0	0	10
YuJ_2015	PWY-5898	2	0	0	10
YuJ_2015	PWY-5899	2	0	0	10
YuJ_2015	P161-PWY	8	2	2	5
YuJ_2015	COLANSYN-PWY	2	0	0	12
YuJ_2015	PWY-7210	2	0	0	8
YuJ_2015	PWY-5690	2	0	0	10
YuJ_2015	PWY-7198	3	0	0	7
YuJ_2015	FUC-RHAMCAT-PWY	3	0	0	12
YuJ_2015	GALACTARDEG-PWY	6	1	2	4
YuJ_2015	GLUCARGALACTSUPER-PWY	6	1	2	4
YuJ_2015	PWY0-1241	14	0	0	5
YuJ_2015	PWY-7254	2	0	0	10
YuJ_2015	ARGININE-SYN4-PWY	28	3	5	4
YuJ_2015	PWY0-1061	10	2	3	6
YuJ_2015	PWY-5659	23	7	11	4
YuJ_2015	PWY-5840	2	0	0	10
YuJ_2015	PWY-5845	2	0	0	10
YuJ_2015	PWY-5850	2	0	0	10
YuJ_2015	PWY-5896	2	0	0	10
YuJ_2015	PWY-5918	2	0	0	10
YuJ_2015	PWY-6531	2	0	0	5
YuJ_2015	GLUCOSE1PMETAB-PWY	7	0	0	5
YuJ_2015	GALACT-GLUCUROCAT-PWY	2	0	0	11
YuJ_2015	PWY-5861	2	0	0	9
YuJ_2015	PWY0-881	2	0	0	17
YuJ_2015	PWY-4702	2	0	0	14
YuJ_2015	PWY-5384	6	0	1	4
YuJ_2015	GLUCARDEG-PWY	5	2	2	4
YuJ_2015	PWY-5189	2	0	0	4
YuJ_2015	PWY-7323	4	0	1	6
YuJ_2015	PWY-7328	2	0	0	6
YuJ_2015	PWY-2941	14	3	4	9
YuJ_2015	ARGDEG-PWY	2	0	0	11
YuJ_2015	ORNARGDEG-PWY	2	0	0	11
YuJ_2015	GLUCUROCAT-PWY	4	1	2	7
YuJ_2015	FOLSYN-PWY	2	0	0	12
YuJ_2015	PWY-5860	2	0	0	9
YuJ_2015	PWY-5862	2	0	0	9
YuJ_2015	PWY-1861	6	0	0	9
YuJ_2015	METHGLYUT-PWY	1	0	0	8
YuJ_2015	HISDEG-PWY	40	4	6	4
YuJ_2015	PWY-6731	2	0	0	4
YuJ_2015	PWY-6803	5	0	0	4
YuJ_2015	PWY-6630	4	0	0	10
YuJ_2015	POLYISOPRENSYN-PWY	2	0	0	6
YuJ_2015	HEMESYN2-PWY	4	0	0	4
YuJ_2015	HEME-BIOSYNTHESIS-II	8	0	0	4
YuJ_2015	PWY-5747	2	0	0	6
YuJ_2015	PWY-7204	2	0	0	9
YuJ_2015	PWY0-42	2	0	0	5
YuJ_2015	PWY-5837	6	0	0	7
YuJ_2015	PWY0-1415	2	0	0	6
YuJ_2015	PWY-6612	2	0	0	10
YuJ_2015	PWY0-1277	2	0	0	9
YuJ_2015	PWY-5367	3	0	1	6
YuJ_2015	KETOGLUCONMET-PWY	4	0	0	8
YuJ_2015	PWY-5863	4	0	0	16
YuJ_2015	THREOCAT-PWY	2	0	0	19
YuJ_2015	LACTOSECAT-PWY	8	0	1	4
YuJ_2015	PWY-7315	10	1	2	4
YuJ_2015	PPGPPMET-PWY	5	0	1	6
YuJ_2015	HCAMHPDEG-PWY	3	0	0	5
YuJ_2015	PWY-6690	3	0	0	5
YuJ_2015	TEICHOICACID-PWY	3	0	0	12
YuJ_2015	PWY66-389	3	0	0	4
YuJ_2015	PWY-6588	4	0	0	5
YuJ_2015	PWY-5656	1	0	0	4
YuJ_2015	NAD-BIOSYNTHESIS-II	7	0	0	5
YuJ_2015	PWY-5138	6	0	0	5
YuJ_2015	LPSSYN-PWY	1	0	0	26
YuJ_2015	PWY-5920	2	0	0	8
YuJ_2015	AST-PWY	2	0	0	5
YuJ_2015	PWY-7269	3	0	0	5
YuJ_2015	METH-ACETATE-PWY	4	1	1	6
YuJ_2015	PWY-6823	2	0	0	6
YuJ_2015	P122-PWY	2	0	0	18
YuJ_2015	PWY-6859	2	0	0	4
YuJ_2015	PWY-5030	22	1	3	6
YuJ_2015	KDO-NAGLIPASYN-PWY	2	0	0	17
YuJ_2015	GLUDEG-I-PWY	1	0	0	4
YuJ_2015	REDCITCYC	2	0	0	10
YuJ_2015	GLYCOL-GLYOXDEG-PWY	2	0	0	4
YuJ_2015	ECASYN-PWY	4	0	0	10
YuJ_2015	PWY-7456	3	0	1	7
YuJ_2015	PWY0-1338	5	0	0	6
YuJ_2015	UBISYN-PWY	2	0	0	13
YuJ_2015	PWY-4984	6	0	0	5
YuJ_2015	PWY-7446	2	0	0	5
YuJ_2015	PWY-5855	3	0	0	8
YuJ_2015	PWY-5856	3	0	0	8
YuJ_2015	PWY-5857	3	0	0	8
YuJ_2015	PWY-6708	3	0	0	8
YuJ_2015	PWY-7013	9	0	0	5
YuJ_2015	PWY-7209	1	0	0	5
YuJ_2015	P221-PWY	3	0	0	5
YuJ_2015	PWY-7094	4	0	0	6
YuJ_2015	PWY-6071	2	0	0	12
YuJ_2015	PWY-7385	1	0	0	9
YuJ_2015	PWY0-321	2	0	0	10
YuJ_2015	PWY-5705	2	0	0	4
YuJ_2015	PWY0-41	2	0	0	8
YuJ_2015	P185-PWY	2	0	0	12
YuJ_2015	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	2	0	0	8
YuJ_2015	PWY-6837	4	0	0	5
YuJ_2015	GOLPDLCAT-PWY	9	2	2	4
YuJ_2015	PWY0-1533	2	0	0	4
YuJ_2015	PWY-7371	5	0	0	5
YuJ_2015	PWY-5692	2	0	0	4
YuJ_2015	URDEGR-PWY	2	0	0	4
YuJ_2015	PWY-4321	1	0	0	5
YuJ_2015	PWY-6215	1	0	0	4
YuJ_2015	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	3	0	0	4
YuJ_2015	PWY3DJ-35471	2	0	0	10
YuJ_2015	PWY-6467	1	0	0	5
YuJ_2015	PWY-7165	2	0	0	7
YuJ_2015	PWY-7316	3	2	3	4
YuJ_2015	PWY-6953	2	0	0	5
YuJ_2015	PWY-7312	2	1	1	4
YuJ_2015	PWY-6478	1	0	0	4
YuJ_2015	PWY-5941	3	0	0	6
YuJ_2015	PWY-5022	1	0	0	7
YuJ_2015	PWY-3801	1	0	0	19
YuJ_2015	PWY-7345	1	0	0	15
YuJ_2015	PWY-7003	2	0	0	16
YuJ_2015	PWY-6471	1	0	0	16
YuJ_2015	PWY-7196	1	0	0	10
YuJ_2015	PWY-5181	2	0	0	12
YuJ_2015	NONMEVIPP-PWY	3	0	0	9
YuJ_2015	PWY-5417	2	0	0	6
YuJ_2015	PWY-5431	2	0	0	6
YuJ_2015	PWY-6182	2	0	0	7
YuJ_2015	PWY-6318	4	0	0	9
YuJ_2015	AEROBACTINSYN-PWY	2	0	0	4
YuJ_2015	PWY-6185	2	0	0	7
YuJ_2015	CATECHOL-ORTHO-CLEAVAGE-PWY	2	0	0	4
YuJ_2015	PWY-6572	1	0	0	8
YuJ_2015	PWY-1541	1	0	0	6
YuJ_2015	PWY-5005	6	0	1	8
YuJ_2015	PWY-6595	4	2	2	6
YuJ_2015	P124-PWY	2	0	0	15
YuJ_2015	METHANOGENESIS-PWY	2	0	0	6
YuJ_2015	PWY-5198	2	0	0	6
YuJ_2015	P125-PWY	2	0	0	5
YuJ_2015	PWY-6749	2	0	1	10
YuJ_2015	P164-PWY	7	3	4	15
YuJ_2015	P162-PWY	1	1	1	10
YuJ_2015	P108-PWY	2	0	0	7
YuJ_2015	PWY-6143	1	0	0	6
YuJ_2015	PWY-6876	1	0	0	5
YuJ_2015	URSIN-PWY	1	0	0	7
ZellerG_2014	PWY-1042	71	18	25	10
ZellerG_2014	PWY-6609	114	17	30	4
ZellerG_2014	TRNA-CHARGING-PWY	56	9	18	21
ZellerG_2014	PWY-5686	113	18	33	6
ZellerG_2014	ILEUSYN-PWY	82	19	26	7
ZellerG_2014	PWY-7111	128	21	31	5
ZellerG_2014	VALSYN-PWY	129	21	36	4
ZellerG_2014	PWY-6386	101	13	25	8
ZellerG_2014	PEPTIDOGLYCANSYN-PWY	111	17	30	10
ZellerG_2014	PWY-6387	116	17	29	8
ZellerG_2014	PWY-6700	111	16	31	4
ZellerG_2014	COA-PWY-1	124	21	33	5
ZellerG_2014	PWY-6385	93	13	22	14
ZellerG_2014	PWY-7221	126	14	31	4
ZellerG_2014	PWY-6163	83	14	20	5
ZellerG_2014	ARGSYNBSUB-PWY	77	16	28	9
ZellerG_2014	ARGSYN-PWY	66	18	22	9
ZellerG_2014	PWY-7400	64	18	22	14
ZellerG_2014	PWY-6122	132	23	37	5
ZellerG_2014	PWY-6277	132	23	37	5
ZellerG_2014	ARO-PWY	57	10	13	7
ZellerG_2014	PWY-5667	78	15	23	4
ZellerG_2014	PWY0-1319	78	15	23	4
ZellerG_2014	PWY-6121	120	19	29	5
ZellerG_2014	PWY-3841	87	12	18	11
ZellerG_2014	DTDPRHAMSYN-PWY	106	15	23	4
ZellerG_2014	PWY-5097	96	17	28	7
ZellerG_2014	COMPLETE-ARO-PWY	47	8	12	17
ZellerG_2014	BRANCHED-CHAIN-AA-SYN-PWY	81	18	27	19
ZellerG_2014	PWY-6151	97	15	29	4
ZellerG_2014	CALVIN-PWY	34	14	18	13
ZellerG_2014	PWY-2942	90	11	25	8
ZellerG_2014	GLYCOGENSYNTH-PWY	41	12	15	4
ZellerG_2014	PWY-7229	30	3	9	8
ZellerG_2014	PWY-5103	81	19	26	7
ZellerG_2014	1CMET2-PWY	75	13	20	9
ZellerG_2014	GLUTORN-PWY	67	18	24	5
ZellerG_2014	PWY-6126	30	3	9	8
ZellerG_2014	COA-PWY	108	16	27	4
ZellerG_2014	PWY-7237	41	9	13	10
ZellerG_2014	PWY-724	37	3	11	10
ZellerG_2014	ANAGLYCOLYSIS-PWY	26	2	9	11
ZellerG_2014	PANTOSYN-PWY	63	7	12	9
ZellerG_2014	HISTSYN-PWY	69	7	17	11
ZellerG_2014	PWY-5695	72	10	20	4
ZellerG_2014	PWY-7220	63	6	16	4
ZellerG_2014	PWY-7222	63	6	16	4
ZellerG_2014	PWY-3001	27	3	12	13
ZellerG_2014	PANTO-PWY	73	10	16	4
ZellerG_2014	RIBOSYN2-PWY	66	10	17	9
ZellerG_2014	PWY-6168	36	8	14	9
ZellerG_2014	PWY-6123	74	5	14	6
ZellerG_2014	PWY-6317	31	13	14	5
ZellerG_2014	PWY-6527	31	7	11	7
ZellerG_2014	NONOXIPENT-PWY	52	15	18	5
ZellerG_2014	PWY-7357	48	10	12	6
ZellerG_2014	PWY-6124	73	6	16	5
ZellerG_2014	TRPSYN-PWY	43	13	15	7
ZellerG_2014	PYRIDNUCSYN-PWY	41	11	13	6
ZellerG_2014	THRESYN-PWY	40	4	10	6
ZellerG_2014	HSERMETANA-PWY	41	11	16	4
ZellerG_2014	PWY-6936	55	11	18	5
ZellerG_2014	SER-GLYSYN-PWY	71	9	19	4
ZellerG_2014	PWY0-1586	43	10	13	12
ZellerG_2014	PWY-5104	12	7	8	6
ZellerG_2014	PWY-6892	29	11	14	8
ZellerG_2014	NONMEVIPP-PWY	5	0	0	9
ZellerG_2014	GLUCONEO-PWY	6	0	1	13
ZellerG_2014	GLYCOLYSIS	7	0	1	12
ZellerG_2014	UDPNAGSYN-PWY	44	3	11	5
ZellerG_2014	PWY-5973	31	1	1	5
ZellerG_2014	COBALSYN-PWY	19	6	6	9
ZellerG_2014	PWY-6703	57	7	12	4
ZellerG_2014	MET-SAM-PWY	5	1	3	9
ZellerG_2014	PWY-5484	7	0	1	11
ZellerG_2014	THISYN-PWY	7	0	0	12
ZellerG_2014	PWY-5347	3	1	1	9
ZellerG_2014	METSYN-PWY	5	1	2	8
ZellerG_2014	PWY-6897	19	1	2	5
ZellerG_2014	THISYNARA-PWY	30	3	5	7
ZellerG_2014	PWY0-166	10	0	2	14
ZellerG_2014	PWY0-162	7	1	2	9
ZellerG_2014	PWY-5188	24	7	8	6
ZellerG_2014	PWY-1861	3	1	2	9
ZellerG_2014	METH-ACETATE-PWY	5	3	3	6
ZellerG_2014	DAPLYSINESYN-PWY	6	0	2	9
ZellerG_2014	PWY-6125	32	2	9	8
ZellerG_2014	PWY-7228	34	0	8	6
ZellerG_2014	PWY-6305	6	1	2	4
ZellerG_2014	PWY-6147	26	2	4	5
ZellerG_2014	PHOSLIPSYN-PWY	5	1	1	10
ZellerG_2014	PWY-5659	20	5	11	4
ZellerG_2014	CITRULBIO-PWY	4	1	1	8
ZellerG_2014	HOMOSER-METSYN-PWY	5	1	3	5
ZellerG_2014	HISDEG-PWY	32	2	6	4
ZellerG_2014	PWY-7184	11	0	3	9
ZellerG_2014	GLUCUROCAT-PWY	3	0	0	7
ZellerG_2014	PWY-4041	14	0	3	6
ZellerG_2014	PWY-6545	2	0	0	9
ZellerG_2014	GLYCOCAT-PWY	5	0	1	8
ZellerG_2014	PWY-7234	22	0	3	6
ZellerG_2014	PWY-4984	3	1	2	5
ZellerG_2014	PWY-5030	22	0	2	6
ZellerG_2014	GLCMANNANAUT-PWY	7	0	2	5
ZellerG_2014	P461-PWY	2	1	1	20
ZellerG_2014	PWY-5154	8	3	3	9
ZellerG_2014	RHAMCAT-PWY	23	2	3	5
ZellerG_2014	PWY4FS-7	10	5	6	6
ZellerG_2014	PWY4FS-8	10	5	6	6
ZellerG_2014	PWY-7282	8	1	1	10
ZellerG_2014	ARGININE-SYN4-PWY	26	1	5	4
ZellerG_2014	PWY0-1479	4	0	0	10
ZellerG_2014	SALVADEHYPOX-PWY	8	3	3	5
ZellerG_2014	PWY-2941	16	2	8	9
ZellerG_2014	PWYG-321	4	0	0	205
ZellerG_2014	PWY0-1061	8	1	3	6
ZellerG_2014	PWY-1269	14	0	1	5
ZellerG_2014	PWY-7664	5	0	0	14
ZellerG_2014	PWY-5384	7	0	0	4
ZellerG_2014	PWY0-862	7	0	0	6
ZellerG_2014	PWY-6282	5	0	0	9
ZellerG_2014	PWY-5989	4	0	0	6
ZellerG_2014	GLUCOSE1PMETAB-PWY	5	0	0	5
ZellerG_2014	P124-PWY	2	0	1	15
ZellerG_2014	FASYN-INITIAL-PWY	5	0	1	6
ZellerG_2014	PWY0-845	16	3	5	11
ZellerG_2014	PWY-7013	5	2	4	5
ZellerG_2014	LACTOSECAT-PWY	12	2	2	4
ZellerG_2014	GOLPDLCAT-PWY	5	3	3	4
ZellerG_2014	PYRIDOXSYN-PWY	18	3	5	7
ZellerG_2014	PWY-5941	4	0	0	6
ZellerG_2014	PWY0-1241	5	0	0	5
ZellerG_2014	NAGLIPASYN-PWY	7	0	0	6
ZellerG_2014	PWY0-1297	12	0	2	7
ZellerG_2014	PWY-7316	2	0	1	4
ZellerG_2014	PWY-6353	5	3	3	11
ZellerG_2014	PENTOSE-P-PWY	10	0	2	8
ZellerG_2014	PWY-6606	6	3	3	4
ZellerG_2014	PWY-5367	4	0	0	6
ZellerG_2014	BIOTIN-BIOSYNTHESIS-PWY	3	0	0	16
ZellerG_2014	PWY-6519	3	0	1	11
ZellerG_2014	PWY-7315	5	0	0	4
ZellerG_2014	OANTIGEN-PWY	9	0	1	10
ZellerG_2014	DENOVOPURINE2-PWY	4	1	1	27
ZellerG_2014	PWY-7187	6	0	2	7
ZellerG_2014	PWY66-409	4	1	2	17
ZellerG_2014	PWY-7323	2	0	0	6
ZellerG_2014	TEICHOICACID-PWY	3	0	0	12
ZellerG_2014	PWY-6891	4	0	0	7
ZellerG_2014	FUCCAT-PWY	3	0	0	4
ZellerG_2014	NAD-BIOSYNTHESIS-II	2	0	0	5
ZellerG_2014	P125-PWY	5	0	2	5
ZellerG_2014	PWY-6478	1	0	0	4
ZellerG_2014	PWY-7312	2	0	0	4
ZellerG_2014	PWY-5005	1	0	0	8
ZellerG_2014	ANAEROFRUCAT-PWY	2	0	0	14
ZellerG_2014	PWY-841	1	0	0	21
ZellerG_2014	PWY-5971	1	0	0	31
ZellerG_2014	PWY-6901	1	0	0	17
ZellerG_2014	COLANSYN-PWY	2	0	0	12
ZellerG_2014	PWY-6471	2	1	1	16
ZellerG_2014	HEXITOLDEGSUPER-PWY	1	0	0	19
ZellerG_2014	PWY0-1261	2	0	0	12
ZellerG_2014	PWY-6629	1	0	0	14
ZellerG_2014	PWY-6895	1	0	0	11
ZellerG_2014	ARG+POLYAMINE-SYN	1	0	0	17
ZellerG_2014	P441-PWY	1	0	0	21
ZellerG_2014	SULFATE-CYS-PWY	1	0	0	9
ZellerG_2014	PRPP-PWY	1	0	0	49
ZellerG_2014	GLYCOLYSIS-E-D	1	0	0	16
ZellerG_2014	PYRIDNUCSAL-PWY	1	0	0	7
ZellerG_2014	PWY-6628	1	0	0	10
ZellerG_2014	FERMENTATION-PWY	1	0	0	17
ZellerG_2014	TCA	1	0	0	11
ZellerG_2014	FAO-PWY	1	0	0	7
ZellerG_2014	GLYCOLYSIS-TCA-GLYOX-BYPASS	1	0	0	26
ZellerG_2014	PWY-7117	2	0	0	14
ZellerG_2014	PWY-5913	2	0	0	9
ZellerG_2014	FUC-RHAMCAT-PWY	1	0	0	12
ZellerG_2014	PWY-5136	1	0	0	5
ZellerG_2014	POLYAMSYN-PWY	1	0	0	8
ZellerG_2014	GALACT-GLUCUROCAT-PWY	1	0	0	11
ZellerG_2014	PWY-5838	1	0	0	10
ZellerG_2014	SO4ASSIM-PWY	1	0	0	4
ZellerG_2014	PWY-5897	2	0	0	10
ZellerG_2014	PWY-5898	2	0	0	10
ZellerG_2014	PWY-5899	2	0	0	10
ZellerG_2014	POLYISOPRENSYN-PWY	1	0	0	6
ZellerG_2014	PWY0-781	1	0	0	25
ZellerG_2014	PWY-5723	1	0	0	10
ZellerG_2014	P4-PWY	1	0	0	18
ZellerG_2014	PWY-6630	1	0	0	10
ZellerG_2014	PWY-6285	1	0	0	53
ZellerG_2014	PWY-6969	1	0	0	10
ZellerG_2014	GALACTARDEG-PWY	2	0	1	4
ZellerG_2014	GLUCARGALACTSUPER-PWY	2	0	1	4
ZellerG_2014	PWY-5861	1	0	0	9
ZellerG_2014	PWY0-1298	2	0	0	6
ZellerG_2014	PWY-5690	1	0	0	10
ZellerG_2014	TCA-GLYOX-BYPASS	1	0	0	13
ZellerG_2014	PWY-6859	2	0	0	4
ZellerG_2014	PWY-5845	1	0	0	10
ZellerG_2014	ENTBACSYN-PWY	1	0	0	11
ZellerG_2014	PWY-7254	1	0	0	10
ZellerG_2014	PWY-5840	2	0	0	10
ZellerG_2014	PWY-5850	1	0	0	10
ZellerG_2014	PWY-5896	1	0	0	10
ZellerG_2014	P105-PWY	1	0	0	10
ZellerG_2014	KETOGLUCONMET-PWY	1	0	0	8
ZellerG_2014	PWY-7328	1	0	0	6
ZellerG_2014	PWY-5918	1	0	0	10
ZellerG_2014	PWY-561	1	0	0	15
ZellerG_2014	HEMESYN2-PWY	2	0	0	4
ZellerG_2014	METHGLYUT-PWY	1	0	0	8
ZellerG_2014	PWY-5675	1	0	0	4
ZellerG_2014	PWY-5862	1	0	0	9
ZellerG_2014	PWY-6284	1	0	0	20
ZellerG_2014	PWY-5860	1	0	0	9
ZellerG_2014	PWY-5189	1	0	0	4
ZellerG_2014	PWY-6588	2	1	1	5
ZellerG_2014	PWY-6803	2	0	0	4
ZellerG_2014	PWY-5863	1	0	0	16
ZellerG_2014	PWY-6531	1	0	0	5
ZellerG_2014	HEME-BIOSYNTHESIS-II	1	0	0	4
ZellerG_2014	PWY-5837	2	0	0	7
ZellerG_2014	PWY4LZ-257	1	0	0	9
ZellerG_2014	PPGPPMET-PWY	1	0	0	6
ZellerG_2014	PWY0-1415	1	0	0	6
ZellerG_2014	PWY-4702	1	0	0	14
ZellerG_2014	FOLSYN-PWY	1	0	0	12
ZellerG_2014	GLUCARDEG-PWY	1	0	0	4
ZellerG_2014	PWY-7204	1	0	0	9
ZellerG_2014	P161-PWY	2	0	0	5
ZellerG_2014	PWY-5656	1	0	0	4
ZellerG_2014	PWY66-389	1	0	0	4
ZellerG_2014	PWY-5920	1	0	0	8
ZellerG_2014	PWY-6612	1	0	0	10
ZellerG_2014	PWY-7094	1	0	0	6
ZellerG_2014	AST-PWY	1	0	0	5
ZellerG_2014	PWY0-42	1	0	0	5
ZellerG_2014	PWY-6823	1	0	0	6
ZellerG_2014	PWY-7446	1	0	0	5
ZellerG_2014	PWY-5747	1	0	0	6
ZellerG_2014	P122-PWY	1	0	0	18
ZellerG_2014	PWY-5138	2	1	1	5
ZellerG_2014	PWY-5692	1	0	0	4
ZellerG_2014	URDEGR-PWY	1	0	0	4
ZellerG_2014	PWY-6572	1	0	0	8
ZellerG_2014	PWY-5705	1	0	0	4
ZellerG_2014	KDO-NAGLIPASYN-PWY	1	0	0	17
ZellerG_2014	GLYCOL-GLYOXDEG-PWY	1	0	0	4
ZellerG_2014	AEROBACTINSYN-PWY	1	0	0	4
ZellerG_2014	PWY0-1533	1	0	0	4
ZellerG_2014	UBISYN-PWY	1	0	0	13
ZellerG_2014	PWY-5855	1	0	0	8
ZellerG_2014	PWY-5856	1	0	0	8
ZellerG_2014	PWY-5857	1	0	0	8
ZellerG_2014	PWY-6708	1	0	0	8
ZellerG_2014	PWY0-41	1	0	0	8
ZellerG_2014	P221-PWY	1	0	0	5
ZellerG_2014	PWY-7371	2	1	1	5
ZellerG_2014	PWY-6876	1	0	0	5
ZellerG_2014	PWY-7456	4	0	1	7
ZellerG_2014	P164-PWY	3	0	1	15
ZellerG_2014	PWY-6167	2	0	0	10
ZellerG_2014	PWY-5101	2	0	0	8
ZellerG_2014	PWY-6731	1	0	0	4
ZellerG_2014	METHANOGENESIS-PWY	2	0	0	6
ZellerG_2014	PWY-6349	2	0	0	6
ZellerG_2014	PWY-5198	2	0	0	6
ZellerG_2014	ORNDEG-PWY	1	0	0	9
ZellerG_2014	ARGDEG-PWY	1	0	0	11
ZellerG_2014	ORNARGDEG-PWY	1	0	0	11
ZellerG_2014	PWY-6595	1	0	0	6
ZellerG_2014	PWY-7209	1	0	0	5
ZellerG_2014	PWY-6749	1	0	0	10
ZellerG_2014	ECASYN-PWY	1	0	0	10
ZellerG_2014	PWY-7269	1	0	0	5
ZellerG_2014	PWY0-1338	1	0	0	6
ZellerG_2014	PWY0-1277	1	0	0	9
ZellerG_2014	HCAMHPDEG-PWY	1	0	0	5
ZellerG_2014	PWY-6690	1	0	0	5
ZellerG_2014	PWY-6837	1	0	0	5
ZellerG_2014	PWY0-881	1	0	0	17
ZellerG_2014	LPSSYN-PWY	1	0	0	26
ZellerG_2014	PWY-7198	2	0	0	7
ZellerG_2014	PWY-6953	2	0	0	5
ZellerG_2014	REDCITCYC	1	0	0	10
ZellerG_2014	PWY-6143	1	0	0	6
