cohort	pathway_id	size	hits	n_strata_cols
VogtmannE_2016	PWY-6630	10	5	5
VogtmannE_2016	PWY-5136	5	14	14
VogtmannE_2016	PYRIDNUCSAL-PWY	7	4	4
VogtmannE_2016	GLYCOLYSIS-TCA-GLYOX-BYPASS	26	11	11
VogtmannE_2016	PWY0-1298	6	24	24
VogtmannE_2016	SO4ASSIM-PWY	4	15	15
VogtmannE_2016	PWY-5838	10	8	8
VogtmannE_2016	PWY-5840	10	6	6
VogtmannE_2016	PWY-5897	10	10	10
VogtmannE_2016	PWY-5898	10	10	10
VogtmannE_2016	PWY-5899	10	10	10
VogtmannE_2016	PWY-5845	10	6	6
VogtmannE_2016	P105-PWY	10	3	3
VogtmannE_2016	PWY0-781	25	7	7
VogtmannE_2016	PWY-5723	10	10	10
VogtmannE_2016	TCA-GLYOX-BYPASS	13	13	13
VogtmannE_2016	PWY-5861	9	8	8
VogtmannE_2016	P4-PWY	18	9	9
VogtmannE_2016	ENTBACSYN-PWY	11	3	3
VogtmannE_2016	GALACTARDEG-PWY	4	13	13
VogtmannE_2016	GLUCARGALACTSUPER-PWY	4	13	13
VogtmannE_2016	PWY4LZ-257	9	5	5
VogtmannE_2016	PWY-5862	9	6	6
VogtmannE_2016	PWY-7254	10	3	3
VogtmannE_2016	PWY-5675	4	9	9
VogtmannE_2016	PWY-6285	53	3	3
VogtmannE_2016	PWY-5918	10	7	7
VogtmannE_2016	METHGLYUT-PWY	8	3	3
VogtmannE_2016	PWY-7328	6	3	3
VogtmannE_2016	PWY-6531	5	4	4
VogtmannE_2016	PWY-5850	10	6	6
VogtmannE_2016	PWY-5896	10	6	6
VogtmannE_2016	PWY-561	15	2	2
VogtmannE_2016	PWY0-1415	6	9	9
VogtmannE_2016	PWY-6803	4	15	15
VogtmannE_2016	PWY-6284	20	8	8
VogtmannE_2016	GLUCARDEG-PWY	4	11	11
VogtmannE_2016	PWY-5860	9	6	6
VogtmannE_2016	PWY-4702	14	4	4
VogtmannE_2016	PWY-5920	8	3	3
VogtmannE_2016	PWY-5677	7	1	1
VogtmannE_2016	PWY-7385	9	1	1
VogtmannE_2016	PWY-5189	4	16	16
VogtmannE_2016	PWY-5656	4	2	2
VogtmannE_2016	FOLSYN-PWY	12	5	5
VogtmannE_2016	PWY-7204	9	3	3
VogtmannE_2016	PWY0-42	5	4	4
VogtmannE_2016	P162-PWY	10	1	1
VogtmannE_2016	PWY-6612	10	5	5
VogtmannE_2016	PWY-5747	6	6	6
VogtmannE_2016	AST-PWY	5	9	9
VogtmannE_2016	P122-PWY	18	2	2
VogtmannE_2016	PWY-6595	6	6	6
VogtmannE_2016	PWY-7094	6	11	11
VogtmannE_2016	KETOGLUCONMET-PWY	8	9	9
VogtmannE_2016	PWY-6823	6	2	2
VogtmannE_2016	KDO-NAGLIPASYN-PWY	17	4	4
VogtmannE_2016	GLYCOL-GLYOXDEG-PWY	4	7	7
VogtmannE_2016	PWY-5705	4	5	5
VogtmannE_2016	PWY-6837	5	12	12
VogtmannE_2016	AEROBACTINSYN-PWY	4	1	1
VogtmannE_2016	PWY0-1533	4	2	2
VogtmannE_2016	PWY-7446	5	7	7
VogtmannE_2016	P163-PWY	10	4	4
VogtmannE_2016	PWY-6167	10	2	2
VogtmannE_2016	PWY-7210	8	8	8
VogtmannE_2016	METHANOGENESIS-PWY	6	2	2
VogtmannE_2016	PWY-6349	6	2	2
VogtmannE_2016	PWY-5198	6	2	2
VogtmannE_2016	ORNDEG-PWY	9	9	9
VogtmannE_2016	ARGDEG-PWY	11	5	5
VogtmannE_2016	ORNARGDEG-PWY	11	5	5
VogtmannE_2016	PWY0-1277	9	7	7
VogtmannE_2016	HCAMHPDEG-PWY	5	8	8
VogtmannE_2016	PWY-6690	5	8	8
VogtmannE_2016	PWY66-389	4	7	7
VogtmannE_2016	ECASYN-PWY	10	9	9
VogtmannE_2016	PWY-7269	5	4	4
VogtmannE_2016	PWY0-41	8	2	2
VogtmannE_2016	P221-PWY	5	3	3
VogtmannE_2016	PWY-5265	17	3	3
VogtmannE_2016	PWY-7211	18	5	5
VogtmannE_2016	PWY-6396	9	2	2
VogtmannE_2016	P185-PWY	12	9	9
VogtmannE_2016	PWY-6731	4	2	2
VogtmannE_2016	PWY0-881	17	2	2
VogtmannE_2016	LPSSYN-PWY	26	1	1
VogtmannE_2016	PWY0-1338	6	13	13
VogtmannE_2016	UBISYN-PWY	13	8	8
VogtmannE_2016	PWY-5855	8	13	13
VogtmannE_2016	PWY-5856	8	13	13
VogtmannE_2016	PWY-5857	8	13	13
VogtmannE_2016	PWY-6708	8	13	13
VogtmannE_2016	PWY-6318	9	6	6
VogtmannE_2016	PWY-5417	6	6	6
VogtmannE_2016	PWY-5431	6	6	6
VogtmannE_2016	CATECHOL-ORTHO-CLEAVAGE-PWY	4	7	7
VogtmannE_2016	PWY-7165	7	5	5
VogtmannE_2016	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4	6	6
VogtmannE_2016	PWY3DJ-35471	10	4	4
VogtmannE_2016	PWY-7268	5	4	4
VogtmannE_2016	PWY-6182	7	4	4
VogtmannE_2016	PWY-6185	7	4	4
VogtmannE_2016	PWY-5181	12	4	4
VogtmannE_2016	PWY-241	7	1	1
VogtmannE_2016	PWY-5345	12	1	1
VogtmannE_2016	PWY-821	11	1	1
VogtmannE_2016	PWY-5505	7	1	1
VogtmannE_2016	GLUDEG-I-PWY	4	1	1
VogtmannE_2016	PWY-5022	7	1	1
VogtmannE_2016	PWY-7560	9	1	1
VogtmannE_2016	THREOCAT-PWY	19	6	6
VogtmannE_2016	PWY-7196	10	1	1
VogtmannE_2016	PWY-7003	16	2	2
VogtmannE_2016	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	8	6	6
VogtmannE_2016	PWY-6270	10	1	1
VogtmannE_2016	REDCITCYC	10	2	2
VogtmannE_2016	PWY-3801	19	1	1
VogtmannE_2016	P108-PWY	7	2	2
VogtmannE_2016	PWY-7345	15	1	1
VogtmannE_2016	PWY-6071	12	2	2
VogtmannE_2016	PWY0-321	10	2	2
VogtmannE_2016	PWY-5692	4	2	2
VogtmannE_2016	URDEGR-PWY	4	2	2
VogtmannE_2016	P562-PWY	7	1	1
VogtmannE_2016	PWY-4321	5	1	1
VogtmannE_2016	PWY-6215	4	1	1
VogtmannE_2016	PWY-7209	5	1	1
VogtmannE_2016	PWY-1541	6	1	1
VogtmannE_2016	PWY-3781	4	5	5
VogtmannE_2016	URSIN-PWY	7	1	1
VogtmannE_2016	PWY-7279	4	4	4
VogtmannE_2016	RUMP-PWY	6	1	1
VogtmannE_2016	PWY-5654	4	1	1
VogtmannE_2016	PWY-6210	4	1	1
VogtmannE_2016	PWY-7245	8	2	2
VogtmannE_2016	PWY5F9-12	5	1	1
VogtmannE_2016	PWY-7039	5	2	2
VogtmannE_2016	PWY-5028	5	2	2
VogtmannE_2016	PWY-5910	10	2	2
VogtmannE_2016	PWY-922	7	2	2
VogtmannE_2016	PWY-7115	11	1	1
VogtmannE_2016	PWY-7118	4	1	1
VogtmannE_2016	PWY-5121	12	1	1
VogtmannE_2016	PWY-7391	8	1	1
VogtmannE_2016	PWY-181	9	1	1
VogtmannE_2016	ALLANTOINDEG-PWY	7	1	1
VogtmannE_2016	PWY-6470	17	1	1
VogtmannE_2016	UDPNACETYLGALSYN-PWY	6	1	1
VogtmannE_2016	PWY-7374	6	1	1
YuJ_2015	PWY0-1586	12	128	128
YuJ_2015	TRNA-CHARGING-PWY	21	177	177
YuJ_2015	PWY-1042	10	179	179
YuJ_2015	ILEUSYN-PWY	7	178	178
YuJ_2015	PWY-7111	5	288	288
YuJ_2015	VALSYN-PWY	4	292	292
YuJ_2015	PWY-6387	8	327	327
YuJ_2015	PEPTIDOGLYCANSYN-PWY	10	315	315
YuJ_2015	PWY-6385	14	261	261
YuJ_2015	CALVIN-PWY	13	101	101
YuJ_2015	PWY-6386	8	287	287
YuJ_2015	PWY-7229	8	98	98
YuJ_2015	PWY-5686	6	297	297
YuJ_2015	PWY-7221	4	331	331
YuJ_2015	PWY-6126	8	98	98
YuJ_2015	PWY-6700	4	295	295
YuJ_2015	PWY-6609	4	304	304
YuJ_2015	PWY-3841	11	245	245
YuJ_2015	ARGSYNBSUB-PWY	9	166	166
YuJ_2015	COA-PWY-1	5	345	345
YuJ_2015	BRANCHED-CHAIN-AA-SYN-PWY	19	177	177
YuJ_2015	PWY-6122	5	338	338
YuJ_2015	PWY-6277	5	338	338
YuJ_2015	NONOXIPENT-PWY	5	154	154
YuJ_2015	ARGSYN-PWY	9	150	150
YuJ_2015	PWY-7220	4	204	204
YuJ_2015	PWY-7222	4	204	204
YuJ_2015	PWY-7400	14	147	147
YuJ_2015	PWY-6121	5	308	308
YuJ_2015	ANAGLYCOLYSIS-PWY	11	77	77
YuJ_2015	PWY-5695	4	189	189
YuJ_2015	PWY-5103	7	182	182
YuJ_2015	PWY-5097	7	225	225
YuJ_2015	PWY-2942	8	243	243
YuJ_2015	GLYCOLYSIS	12	39	39
YuJ_2015	ARO-PWY	7	144	144
YuJ_2015	1CMET2-PWY	9	182	182
YuJ_2015	PWY-6163	5	207	207
YuJ_2015	COMPLETE-ARO-PWY	17	119	119
YuJ_2015	PWY-5484	11	37	37
YuJ_2015	PWY0-1319	4	219	219
YuJ_2015	PWY-5667	4	217	217
YuJ_2015	PWY-3001	13	88	88
YuJ_2015	COA-PWY	4	307	307
YuJ_2015	DTDPRHAMSYN-PWY	4	258	258
YuJ_2015	PWY-6151	4	240	240
YuJ_2015	GLYCOGENSYNTH-PWY	4	116	116
YuJ_2015	PWY-724	10	95	95
YuJ_2015	GLUTORN-PWY	5	153	153
YuJ_2015	PANTO-PWY	4	177	177
YuJ_2015	THRESYN-PWY	6	126	126
YuJ_2015	PWY-6936	5	152	152
YuJ_2015	PANTOSYN-PWY	9	146	146
YuJ_2015	ANAEROFRUCAT-PWY	14	25	25
YuJ_2015	HEXITOLDEGSUPER-PWY	19	15	15
YuJ_2015	RIBOSYN2-PWY	9	195	195
YuJ_2015	SALVADEHYPOX-PWY	5	29	29
YuJ_2015	P461-PWY	20	25	25
YuJ_2015	GLUCONEO-PWY	13	30	30
YuJ_2015	PWY-6123	6	210	210
YuJ_2015	UDPNAGSYN-PWY	5	176	176
YuJ_2015	PHOSLIPSYN-PWY	10	36	36
YuJ_2015	FASYN-INITIAL-PWY	6	37	37
YuJ_2015	HSERMETANA-PWY	4	81	81
YuJ_2015	DENOVOPURINE2-PWY	27	18	18
YuJ_2015	PWYG-321	205	6	6
YuJ_2015	PWY-841	21	19	19
YuJ_2015	PWY-5154	9	40	40
YuJ_2015	PWY-6124	5	207	207
YuJ_2015	PWY-6168	9	107	107
YuJ_2015	PWY-5973	5	98	98
YuJ_2015	MET-SAM-PWY	9	38	38
YuJ_2015	PYRIDNUCSYN-PWY	6	93	93
YuJ_2015	PWY-7664	14	45	45
YuJ_2015	PWY-5971	31	13	13
YuJ_2015	SER-GLYSYN-PWY	4	153	153
YuJ_2015	HISTSYN-PWY	11	188	188
YuJ_2015	PWY4FS-7	6	41	41
YuJ_2015	PWY4FS-8	6	40	40
YuJ_2015	PWY0-1261	12	26	26
YuJ_2015	PWY0-862	6	48	48
YuJ_2015	PWY0-166	14	43	43
YuJ_2015	PWY-6527	7	96	96
YuJ_2015	PWY-6282	9	45	45
YuJ_2015	THISYN-PWY	12	21	21
YuJ_2015	PWY-5347	9	33	33
YuJ_2015	METSYN-PWY	8	38	38
YuJ_2015	PWY-5188	6	106	106
YuJ_2015	ARG+POLYAMINE-SYN	17	12	12
YuJ_2015	PWY-7187	7	21	21
YuJ_2015	PWY-6892	8	64	64
YuJ_2015	GLYCOLYSIS-TCA-GLYOX-BYPASS	26	16	16
YuJ_2015	PWY0-162	9	27	27
YuJ_2015	PWY-6901	17	18	18
YuJ_2015	PWY0-1479	10	25	25
YuJ_2015	PWY-6125	8	101	101
YuJ_2015	TCA	11	21	21
YuJ_2015	PWY-6353	11	17	17
YuJ_2015	PWY-7357	6	113	113
YuJ_2015	PWY-6317	5	94	94
YuJ_2015	OANTIGEN-PWY	10	67	67
YuJ_2015	PWY-6895	11	12	12
YuJ_2015	PWY-7228	6	112	112
YuJ_2015	PWY-6703	4	156	156
YuJ_2015	PWY-5989	6	35	35
YuJ_2015	P441-PWY	21	15	15
YuJ_2015	PWY-6629	14	12	12
YuJ_2015	PWY-6897	5	60	60
YuJ_2015	FERMENTATION-PWY	17	27	27
YuJ_2015	DAPLYSINESYN-PWY	9	37	37
YuJ_2015	FAO-PWY	7	24	24
YuJ_2015	TRPSYN-PWY	7	123	123
YuJ_2015	PWY-6305	4	43	43
YuJ_2015	PWY-5723	10	19	19
YuJ_2015	BIOTIN-BIOSYNTHESIS-PWY	16	22	22
YuJ_2015	PWY-6519	11	24	24
YuJ_2015	PWY0-781	25	15	15
YuJ_2015	PWY-1269	5	62	62
YuJ_2015	GLYCOLYSIS-E-D	16	18	18
YuJ_2015	PWY-5913	9	34	34
YuJ_2015	PWY-5104	6	46	46
YuJ_2015	SULFATE-CYS-PWY	9	22	22
YuJ_2015	P4-PWY	18	17	17
YuJ_2015	PENTOSE-P-PWY	8	44	44
YuJ_2015	PYRIDOXSYN-PWY	7	50	50
YuJ_2015	PWY-7211	18	7	7
YuJ_2015	PRPP-PWY	49	4	4
YuJ_2015	PWY66-409	17	15	15
YuJ_2015	PYRIDNUCSAL-PWY	7	4	4
YuJ_2015	PWY-7184	9	49	49
YuJ_2015	P164-PWY	15	11	11
YuJ_2015	PWY-6628	10	15	15
YuJ_2015	TCA-GLYOX-BYPASS	13	17	17
YuJ_2015	PWY-6285	53	11	11
YuJ_2015	THISYNARA-PWY	7	75	75
YuJ_2015	POLYAMSYN-PWY	8	15	15
YuJ_2015	PWY-7117	14	28	28
YuJ_2015	PWY0-1297	7	65	65
YuJ_2015	PWY-7282	10	33	33
YuJ_2015	PWY-5136	5	20	20
YuJ_2015	PWY-4041	6	49	49
YuJ_2015	ENTBACSYN-PWY	11	9	9
YuJ_2015	PWY-7234	6	81	81
YuJ_2015	NAGLIPASYN-PWY	6	38	38
YuJ_2015	COBALSYN-PWY	9	48	48
YuJ_2015	CITRULBIO-PWY	8	11	11
YuJ_2015	PWY-6891	7	19	19
YuJ_2015	ORNDEG-PWY	9	17	17
YuJ_2015	HOMOSER-METSYN-PWY	5	39	39
YuJ_2015	RHAMCAT-PWY	5	63	63
YuJ_2015	FUCCAT-PWY	4	27	27
YuJ_2015	PWY-6545	9	13	13
YuJ_2015	GLYCOCAT-PWY	8	19	19
YuJ_2015	PWY-7237	10	105	105
YuJ_2015	GLCMANNANAUT-PWY	5	56	56
YuJ_2015	PWY-5675	4	17	17
YuJ_2015	PWY-6969	10	5	5
YuJ_2015	SO4ASSIM-PWY	4	29	29
YuJ_2015	PWY-561	15	5	5
YuJ_2015	P105-PWY	10	5	5
YuJ_2015	PWY4LZ-257	9	8	8
YuJ_2015	PWY0-1298	6	37	37
YuJ_2015	PWY-6147	5	78	78
YuJ_2015	PWY-6606	4	22	22
YuJ_2015	PWY0-845	11	39	39
YuJ_2015	PWY-6284	20	15	15
YuJ_2015	PWY-5838	10	14	14
YuJ_2015	PWY-5897	10	16	16
YuJ_2015	PWY-5898	10	16	16
YuJ_2015	PWY-5899	10	16	16
YuJ_2015	P161-PWY	5	41	41
YuJ_2015	COLANSYN-PWY	12	15	15
YuJ_2015	PWY-7210	8	10	10
YuJ_2015	PWY-5690	10	7	7
YuJ_2015	PWY-7198	7	21	21
YuJ_2015	FUC-RHAMCAT-PWY	12	13	13
YuJ_2015	GALACTARDEG-PWY	4	25	25
YuJ_2015	GLUCARGALACTSUPER-PWY	4	25	25
YuJ_2015	PWY0-1241	5	44	44
YuJ_2015	PWY-7254	10	5	5
YuJ_2015	ARGININE-SYN4-PWY	4	46	46
YuJ_2015	PWY0-1061	6	40	40
YuJ_2015	PWY-5659	4	53	53
YuJ_2015	PWY-5840	10	12	12
YuJ_2015	PWY-5845	10	12	12
YuJ_2015	PWY-5850	10	12	12
YuJ_2015	PWY-5896	10	12	12
YuJ_2015	PWY-5918	10	14	14
YuJ_2015	PWY-6531	5	4	4
YuJ_2015	GLUCOSE1PMETAB-PWY	5	23	23
YuJ_2015	GALACT-GLUCUROCAT-PWY	11	9	9
YuJ_2015	PWY-5861	9	14	14
YuJ_2015	PWY0-881	17	3	3
YuJ_2015	PWY-4702	14	6	6
YuJ_2015	PWY-5384	4	27	27
YuJ_2015	PWY-6471	16	16	16
YuJ_2015	GLUCARDEG-PWY	4	22	22
YuJ_2015	PWY-5189	4	20	20
YuJ_2015	PWY-7323	6	17	17
YuJ_2015	PWY-7328	6	6	6
YuJ_2015	PWY-2941	9	61	61
YuJ_2015	ARGDEG-PWY	11	9	9
YuJ_2015	ORNARGDEG-PWY	11	9	9
YuJ_2015	GLUCUROCAT-PWY	7	14	14
YuJ_2015	PWY-7115	11	1	1
YuJ_2015	FOLSYN-PWY	12	6	6
YuJ_2015	PWY-5860	9	12	12
YuJ_2015	PWY-5862	9	12	12
YuJ_2015	PWY-1861	9	12	12
YuJ_2015	METHGLYUT-PWY	8	2	2
YuJ_2015	HISDEG-PWY	4	109	109
YuJ_2015	PWY-6731	4	3	3
YuJ_2015	PWY-6803	4	24	24
YuJ_2015	PWY-6630	10	10	10
YuJ_2015	POLYISOPRENSYN-PWY	6	16	16
YuJ_2015	HEMESYN2-PWY	4	21	21
YuJ_2015	HEME-BIOSYNTHESIS-II	4	34	34
YuJ_2015	PWY-5747	6	13	13
YuJ_2015	PWY-7204	9	8	8
YuJ_2015	PWY0-42	5	11	11
YuJ_2015	PWY-5837	7	24	24
YuJ_2015	PWY0-1415	6	11	11
YuJ_2015	PWY-6612	10	6	6
YuJ_2015	PWY0-1277	9	11	11
YuJ_2015	PWY-5367	6	21	21
YuJ_2015	KETOGLUCONMET-PWY	8	13	13
YuJ_2015	PWY-5863	16	14	14
YuJ_2015	THREOCAT-PWY	19	7	7
YuJ_2015	LACTOSECAT-PWY	4	24	24
YuJ_2015	PWY-7315	4	34	34
YuJ_2015	PPGPPMET-PWY	6	27	27
YuJ_2015	HCAMHPDEG-PWY	5	11	11
YuJ_2015	PWY-6690	5	11	11
YuJ_2015	TEICHOICACID-PWY	12	7	7
YuJ_2015	PWY66-389	4	15	15
YuJ_2015	PWY-6588	5	11	11
YuJ_2015	PWY-5656	4	2	2
YuJ_2015	NAD-BIOSYNTHESIS-II	5	32	32
YuJ_2015	PWY-5138	5	24	24
YuJ_2015	LPSSYN-PWY	26	3	3
YuJ_2015	PWY-5920	8	4	4
YuJ_2015	AST-PWY	5	16	16
YuJ_2015	PWY-7269	5	10	10
YuJ_2015	METH-ACETATE-PWY	6	9	9
YuJ_2015	PWY-7039	5	3	3
YuJ_2015	PWY-6823	6	3	3
YuJ_2015	P122-PWY	18	7	7
YuJ_2015	PWY-6859	4	18	18
YuJ_2015	PWY-5030	6	39	39
YuJ_2015	KDO-NAGLIPASYN-PWY	17	10	10
YuJ_2015	GLUDEG-I-PWY	4	3	3
YuJ_2015	NONMEVIPP-PWY	9	9	9
YuJ_2015	REDCITCYC	10	3	3
YuJ_2015	GLYCOL-GLYOXDEG-PWY	4	8	8
YuJ_2015	ECASYN-PWY	10	19	19
YuJ_2015	PWY-7456	7	5	5
YuJ_2015	PWY0-1338	6	23	23
YuJ_2015	UBISYN-PWY	13	17	17
YuJ_2015	PWY-4984	5	10	10
YuJ_2015	PWY-7446	5	11	11
YuJ_2015	PWY-5855	8	24	24
YuJ_2015	PWY-5856	8	24	24
YuJ_2015	PWY-5857	8	24	24
YuJ_2015	PWY-6708	8	24	24
YuJ_2015	PWY-7013	5	30	30
YuJ_2015	PWY-3801	19	2	2
YuJ_2015	PWY-7345	15	2	2
YuJ_2015	PWY-7209	5	1	1
YuJ_2015	P221-PWY	5	5	5
YuJ_2015	PWY-7094	6	19	19
YuJ_2015	PWY-6071	12	2	2
YuJ_2015	PWY-7385	9	1	1
YuJ_2015	PWY0-321	10	2	2
YuJ_2015	PWY-5705	4	8	8
YuJ_2015	PWY0-41	8	3	3
YuJ_2015	P185-PWY	12	20	20
YuJ_2015	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	8	7	7
YuJ_2015	PWY-6837	5	19	19
YuJ_2015	GOLPDLCAT-PWY	4	26	26
YuJ_2015	PWY0-1533	4	5	5
YuJ_2015	PWY-7371	5	9	9
YuJ_2015	PWY-5692	4	3	3
YuJ_2015	URDEGR-PWY	4	3	3
YuJ_2015	PWY-4321	5	2	2
YuJ_2015	PWY-6215	4	1	1
YuJ_2015	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4	8	8
YuJ_2015	PWY-6185	7	8	8
YuJ_2015	PWY-6318	9	10	10
YuJ_2015	PWY-7118	4	4	4
YuJ_2015	PWY3DJ-35471	10	5	5
YuJ_2015	PWY-5417	6	10	10
YuJ_2015	PWY-5431	6	10	10
YuJ_2015	PWY-6467	5	2	2
YuJ_2015	PWY-7165	7	5	5
YuJ_2015	PWY-5181	12	7	7
YuJ_2015	CATECHOL-ORTHO-CLEAVAGE-PWY	4	10	10
YuJ_2015	PWY-6182	7	6	6
YuJ_2015	PWY-7316	4	4	4
YuJ_2015	PWY-5654	4	1	1
YuJ_2015	PWY-6210	4	1	1
YuJ_2015	PWY-6953	5	4	4
YuJ_2015	PWY-7312	4	2	2
YuJ_2015	PWY-7245	8	5	5
YuJ_2015	PWY-7268	5	9	9
YuJ_2015	PWY-6478	4	2	2
YuJ_2015	PWY1F-823	4	4	4
YuJ_2015	PWY-5941	6	5	5
YuJ_2015	PWY-5022	7	3	3
YuJ_2015	PWY-7003	16	4	4
YuJ_2015	PWY-7196	10	2	2
YuJ_2015	AEROBACTINSYN-PWY	4	5	5
YuJ_2015	PWY-6572	8	1	1
YuJ_2015	PWY5F9-12	5	1	1
YuJ_2015	P163-PWY	10	5	5
YuJ_2015	PWY-1541	6	1	1
YuJ_2015	PWY-5005	8	11	11
YuJ_2015	PWY-6595	6	8	8
YuJ_2015	P124-PWY	15	5	5
YuJ_2015	PWY-5101	8	4	4
YuJ_2015	PWY-6167	10	3	3
YuJ_2015	METHANOGENESIS-PWY	6	3	3
YuJ_2015	PWY-6349	6	3	3
YuJ_2015	PWY-5198	6	3	3
YuJ_2015	P125-PWY	5	13	13
YuJ_2015	PWY-6749	10	4	4
YuJ_2015	PWY-5265	17	2	2
YuJ_2015	RUMP-PWY	6	3	3
YuJ_2015	PWY-6396	9	2	2
YuJ_2015	P162-PWY	10	1	1
YuJ_2015	PWY-6470	17	3	3
YuJ_2015	P562-PWY	7	4	4
YuJ_2015	P108-PWY	7	4	4
YuJ_2015	PWY-6143	6	1	1
YuJ_2015	PWY-6876	5	1	1
YuJ_2015	PWY-5028	5	7	7
YuJ_2015	CRNFORCAT-PWY	4	4	4
YuJ_2015	URSIN-PWY	7	2	2
YuJ_2015	PWY-1501	5	2	2
YuJ_2015	PWY-922	7	5	5
YuJ_2015	ALLANTOINDEG-PWY	7	2	2
YuJ_2015	PWY-3781	4	11	11
YuJ_2015	PWY-7279	4	9	9
YuJ_2015	PWY-7294	7	1	1
YuJ_2015	PWY-7031	6	2	2
YuJ_2015	PWY-5121	12	1	1
YuJ_2015	PWY-5677	7	1	1
YuJ_2015	PWY66-398	11	2	2
YuJ_2015	PWY-5304	8	2	2
YuJ_2015	PWY-5871	8	1	1
YuJ_2015	PWY-5873	8	1	1
YuJ_2015	PWY3O-19	8	1	1
YuJ_2015	UDPNACETYLGALSYN-PWY	6	2	2
YuJ_2015	PWY-6352	8	1	1
YuJ_2015	PWY-7420	4	1	1
YuJ_2015	PWY-5067	4	2	2
YuJ_2015	PWY-7619	5	2	2
YuJ_2015	PWY66-388	7	1	1
YuJ_2015	PWY-7290	6	1	1
YuJ_2015	SPHINGOLIPID-SYN-PWY	11	1	1
YuJ_2015	PWY-5080	4	1	1
YuJ_2015	PWY-6598	5	1	1
YuJ_2015	PWY-5129	13	1	1
YuJ_2015	PWY-6351	5	2	2
YuJ_2015	PWY-5651	5	2	2
YuJ_2015	PWY-6309	17	2	2
YuJ_2015	PWY-7546	4	2	2
YuJ_2015	PWY-7413	4	1	1
YuJ_2015	PWY-622	10	1	1
YuJ_2015	PWY-5534	7	1	1
YuJ_2015	PWY-7560	9	1	1
YuJ_2015	PWY-6270	10	1	1
YuJ_2015	PWY-5345	12	1	1
YuJ_2015	PWY-821	11	1	1
YuJ_2015	PWY-5505	7	1	1
YuJ_2015	PWY-5910	10	2	2
YuJ_2015	PWY-7374	6	1	1
YuJ_2015	PWY-6797	7	1	1
ZellerG_2014	PWY-1042	10	197	197
ZellerG_2014	PWY-6609	4	332	332
ZellerG_2014	TRNA-CHARGING-PWY	21	181	181
ZellerG_2014	PWY-5686	6	338	338
ZellerG_2014	ILEUSYN-PWY	7	205	205
ZellerG_2014	PWY-7111	5	332	332
ZellerG_2014	VALSYN-PWY	4	335	335
ZellerG_2014	PWY-6386	8	310	310
ZellerG_2014	PEPTIDOGLYCANSYN-PWY	10	342	342
ZellerG_2014	PWY-6387	8	355	355
ZellerG_2014	PWY-6700	4	311	311
ZellerG_2014	COA-PWY-1	5	394	394
ZellerG_2014	PWY-6385	14	279	279
ZellerG_2014	PWY-7221	4	377	377
ZellerG_2014	PWY-6163	5	233	233
ZellerG_2014	ARGSYNBSUB-PWY	9	200	200
ZellerG_2014	ARGSYN-PWY	9	172	172
ZellerG_2014	PWY-7400	14	169	169
ZellerG_2014	PWY-6122	5	384	384
ZellerG_2014	PWY-6277	5	384	384
ZellerG_2014	ARO-PWY	7	166	166
ZellerG_2014	PWY-5667	4	227	227
ZellerG_2014	PWY0-1319	4	230	230
ZellerG_2014	PWY-6121	5	351	351
ZellerG_2014	PWY-3841	11	261	261
ZellerG_2014	DTDPRHAMSYN-PWY	4	299	299
ZellerG_2014	PWY-5097	7	245	245
ZellerG_2014	COMPLETE-ARO-PWY	17	134	134
ZellerG_2014	BRANCHED-CHAIN-AA-SYN-PWY	19	202	202
ZellerG_2014	PWY-6151	4	271	271
ZellerG_2014	CALVIN-PWY	13	107	107
ZellerG_2014	PWY-2942	8	258	258
ZellerG_2014	GLYCOGENSYNTH-PWY	4	128	128
ZellerG_2014	PWY-7229	8	117	117
ZellerG_2014	PWY-5103	7	206	206
ZellerG_2014	1CMET2-PWY	9	190	190
ZellerG_2014	GLUTORN-PWY	5	179	179
ZellerG_2014	PWY-6126	8	114	114
ZellerG_2014	COA-PWY	4	343	343
ZellerG_2014	PWY-7237	10	108	108
ZellerG_2014	PWY-724	10	97	97
ZellerG_2014	ANAGLYCOLYSIS-PWY	11	92	92
ZellerG_2014	PANTOSYN-PWY	9	152	152
ZellerG_2014	HISTSYN-PWY	11	210	210
ZellerG_2014	PWY-5695	4	188	188
ZellerG_2014	PWY-7220	4	232	232
ZellerG_2014	PWY-7222	4	232	232
ZellerG_2014	PWY-3001	13	104	104
ZellerG_2014	PANTO-PWY	4	187	187
ZellerG_2014	RIBOSYN2-PWY	9	206	206
ZellerG_2014	PWY-6168	9	108	108
ZellerG_2014	PWY-6123	6	226	226
ZellerG_2014	PWY-6317	5	101	101
ZellerG_2014	PWY-6527	7	100	100
ZellerG_2014	NONOXIPENT-PWY	5	164	164
ZellerG_2014	PWY-7357	6	124	124
ZellerG_2014	PWY-6124	5	229	229
ZellerG_2014	TRPSYN-PWY	7	130	130
ZellerG_2014	PYRIDNUCSYN-PWY	6	96	96
ZellerG_2014	THRESYN-PWY	6	142	142
ZellerG_2014	HSERMETANA-PWY	4	93	93
ZellerG_2014	PWY-6936	5	161	161
