cohort	pathway_id	size	hits	n_samples
ThomasAM_2019_c	PWY-6165	12	5	80
ThomasAM_2019_c	PWY-6174	7	4	80
ThomasAM_2019_c	PHOTOALL-PWY	17	1	80
ThomasAM_2019_c	UDPNACETYLGALSYN-PWY	6	13	80
ThomasAM_2019_c	PWY-7165	7	16	80
ThomasAM_2019_c	AEROBACTINSYN-PWY	4	14	80
ThomasAM_2019_c	PWY-4321	5	11	80
ThomasAM_2019_c	PWY-7031	6	12	80
ThomasAM_2019_c	PWY-6435	5	29	80
ThomasAM_2019_c	PWY-7294	7	14	80
ThomasAM_2019_c	PWY-7391	8	3	80
ThomasAM_2019_c	PWY-7200	9	11	80
ThomasAM_2019_c	PWY-5514	8	2	80
ThomasAM_2019_c	PWY5F9-12	5	4	80
ThomasAM_2019_c	PWY-7090	5	1	80
ThomasAM_2019_c	PWY-6562	6	23	80
ThomasAM_2019_c	PWY-5055	9	3	80
ThomasAM_2019_c	PWY-6953	5	18	80
ThomasAM_2019_c	PWY-6396	9	12	80
ThomasAM_2019_c	PWY-5870	9	1	80
ThomasAM_2019_c	PWY-7235	11	1	80
ThomasAM_2019_c	PWY-5871	8	1	80
ThomasAM_2019_c	PWY-5873	8	1	80
ThomasAM_2019_c	PWY-5028	5	7	80
ThomasAM_2019_c	PWY-3801	19	9	80
ThomasAM_2019_c	PWY-7345	15	9	80
ThomasAM_2019_c	PWY-5181	12	14	80
ThomasAM_2019_c	PWY-5178	10	6	80
ThomasAM_2019_c	PWY-5417	6	18	80
ThomasAM_2019_c	PWY-5431	6	18	80
ThomasAM_2019_c	CATECHOL-ORTHO-CLEAVAGE-PWY	4	20	80
ThomasAM_2019_c	PWY-5183	15	1	80
ThomasAM_2019_c	PWY-1541	6	3	80
ThomasAM_2019_c	PWY-1361	7	3	80
ThomasAM_2019_c	URSIN-PWY	7	7	80
ThomasAM_2019_c	PWY-6182	7	14	80
ThomasAM_2019_c	PWY-6185	7	18	80
ThomasAM_2019_c	DHGLUCONATE-PYR-CAT-PWY	5	5	80
ThomasAM_2019_c	PWY-5654	4	9	80
ThomasAM_2019_c	PWY-6210	4	9	80
ThomasAM_2019_c	PWY-7268	5	10	80
ThomasAM_2019_c	PWY-7245	8	10	80
ThomasAM_2019_c	PWY-6797	7	3	80
ThomasAM_2019_c	PWY-6467	5	2	80
ThomasAM_2019_c	PWY1F-823	4	6	80
ThomasAM_2019_c	PWY-5420	7	2	80
ThomasAM_2019_c	PWY-5419	4	2	80
ThomasAM_2019_c	PWY-5534	7	2	80
ThomasAM_2019_c	PWY-2221	9	7	80
ThomasAM_2019_c	PWY-7389	17	4	80
ThomasAM_2019_c	PWY-7384	10	4	80
ThomasAM_2019_c	PWY-7317	8	3	80
ThomasAM_2019_c	PWY-5156	44	1	80
ThomasAM_2019_c	PWY-7118	4	2	80
ThomasAM_2019_c	PWY-6107	7	4	80
ThomasAM_2019_c	PWY-7374	6	2	80
ThomasAM_2019_c	PWY-4361	8	2	80
ThomasAM_2019_c	PWY-7527	12	2	80
ThomasAM_2019_c	PWY-5647	7	1	80
ThomasAM_2019_c	CODH-PWY	10	1	80
ThomasAM_2019_c	PWY-1501	5	1	80
ThomasAM_2019_c	PWY-181	9	2	80
ThomasAM_2019_c	PWY-1622	13	2	80
ThomasAM_2019_c	P101-PWY	5	1	80
VogtmannE_2016	DTDPRHAMSYN-PWY	4	104	104
VogtmannE_2016	PWY-1042	10	104	104
VogtmannE_2016	PWY-6609	4	104	104
VogtmannE_2016	PWY-5686	6	104	104
VogtmannE_2016	ILEUSYN-PWY	7	104	104
VogtmannE_2016	PWY-7111	5	104	104
VogtmannE_2016	VALSYN-PWY	4	104	104
VogtmannE_2016	TRNA-CHARGING-PWY	21	104	104
VogtmannE_2016	PWY-6386	8	104	104
VogtmannE_2016	PWY-7221	4	104	104
VogtmannE_2016	PEPTIDOGLYCANSYN-PWY	10	104	104
VogtmannE_2016	PWY-6387	8	104	104
VogtmannE_2016	PWY-6385	14	104	104
VogtmannE_2016	COA-PWY-1	5	104	104
VogtmannE_2016	PWY-6700	4	104	104
VogtmannE_2016	PWY-5667	4	104	104
VogtmannE_2016	PWY0-1319	4	104	104
VogtmannE_2016	PWY-6163	5	104	104
VogtmannE_2016	PWY-5695	4	104	104
VogtmannE_2016	ARO-PWY	7	104	104
VogtmannE_2016	PWY-3841	11	104	104
VogtmannE_2016	PWY-6151	4	104	104
VogtmannE_2016	ANAGLYCOLYSIS-PWY	11	104	104
VogtmannE_2016	CALVIN-PWY	13	104	104
VogtmannE_2016	COMPLETE-ARO-PWY	17	104	104
VogtmannE_2016	PWY-5097	7	104	104
VogtmannE_2016	1CMET2-PWY	9	104	104
VogtmannE_2016	COA-PWY	4	104	104
VogtmannE_2016	ARGSYN-PWY	9	104	104
VogtmannE_2016	PWY-7400	14	104	104
VogtmannE_2016	PWY-6121	5	104	104
VogtmannE_2016	HISTSYN-PWY	11	104	104
VogtmannE_2016	ARGSYNBSUB-PWY	9	104	104
VogtmannE_2016	PWY-6122	5	104	104
VogtmannE_2016	PWY-6277	5	104	104
VogtmannE_2016	PWY0-1586	12	104	104
VogtmannE_2016	RIBOSYN2-PWY	9	104	104
VogtmannE_2016	PWY-2942	8	104	104
VogtmannE_2016	PWY-6527	7	104	104
VogtmannE_2016	PWY-724	10	104	104
VogtmannE_2016	BRANCHED-CHAIN-AA-SYN-PWY	19	104	104
VogtmannE_2016	PWY-7229	8	104	104
VogtmannE_2016	PWY-6317	5	104	104
VogtmannE_2016	GLUTORN-PWY	5	104	104
VogtmannE_2016	PANTOSYN-PWY	9	104	104
VogtmannE_2016	PWY-6123	6	104	104
VogtmannE_2016	PWY-6124	5	104	104
VogtmannE_2016	PWY-5103	7	104	104
VogtmannE_2016	PWY-6168	9	104	104
VogtmannE_2016	PWY-6126	8	104	104
VogtmannE_2016	PWY-3001	13	104	104
VogtmannE_2016	PWY-5973	5	104	104
VogtmannE_2016	PANTO-PWY	4	104	104
VogtmannE_2016	PWY-7220	4	104	104
VogtmannE_2016	PWY-7222	4	104	104
VogtmannE_2016	PYRIDNUCSYN-PWY	6	104	104
VogtmannE_2016	PWY-7357	6	104	104
VogtmannE_2016	GLYCOGENSYNTH-PWY	4	104	104
VogtmannE_2016	SER-GLYSYN-PWY	4	104	104
VogtmannE_2016	PWY-841	21	104	104
VogtmannE_2016	PWY-7237	10	104	104
VogtmannE_2016	DENOVOPURINE2-PWY	27	104	104
VogtmannE_2016	THRESYN-PWY	6	104	104
VogtmannE_2016	TRPSYN-PWY	7	104	104
VogtmannE_2016	PWY-6936	5	104	104
VogtmannE_2016	PWY-6125	8	104	104
VogtmannE_2016	NONOXIPENT-PWY	5	104	104
VogtmannE_2016	PWY-6897	5	104	104
VogtmannE_2016	PWY-7228	6	104	104
VogtmannE_2016	HSERMETANA-PWY	4	104	104
VogtmannE_2016	PWY-6703	4	104	104
VogtmannE_2016	THISYN-PWY	12	104	104
VogtmannE_2016	THISYNARA-PWY	7	104	104
VogtmannE_2016	ANAEROFRUCAT-PWY	14	104	104
VogtmannE_2016	PWY-5154	9	104	104
VogtmannE_2016	PWY0-166	14	104	104
VogtmannE_2016	PWY-6892	8	104	104
VogtmannE_2016	PWY-7187	7	104	104
VogtmannE_2016	OANTIGEN-PWY	10	104	104
VogtmannE_2016	ARGININE-SYN4-PWY	4	104	104
VogtmannE_2016	PHOSLIPSYN-PWY	10	104	104
VogtmannE_2016	PWY-7282	10	104	104
VogtmannE_2016	PWY-7184	9	104	104
VogtmannE_2016	GLUCONEO-PWY	13	104	104
VogtmannE_2016	PWY-6147	5	104	104
VogtmannE_2016	COBALSYN-PWY	9	104	104
VogtmannE_2016	RHAMCAT-PWY	5	104	104
VogtmannE_2016	PWY0-845	11	104	104
VogtmannE_2016	PWY0-1261	12	103	104
VogtmannE_2016	PWY4FS-7	6	104	104
VogtmannE_2016	PWY4FS-8	6	104	104
VogtmannE_2016	PWY-6545	9	103	104
VogtmannE_2016	PENTOSE-P-PWY	8	104	104
VogtmannE_2016	CITRULBIO-PWY	8	104	104
VogtmannE_2016	PWY-2941	9	104	104
VogtmannE_2016	PYRIDOXSYN-PWY	7	104	104
VogtmannE_2016	GLYCOLYSIS	12	104	104
VogtmannE_2016	PWY-6901	17	104	104
VogtmannE_2016	TEICHOICACID-PWY	12	103	104
VogtmannE_2016	PWY-5484	11	104	104
VogtmannE_2016	PWY-5188	6	104	104
VogtmannE_2016	UDPNAGSYN-PWY	5	104	104
VogtmannE_2016	PWY-5030	6	104	104
VogtmannE_2016	HISDEG-PWY	4	104	104
VogtmannE_2016	PWY-7323	6	104	104
VogtmannE_2016	PWY-5659	4	104	104
VogtmannE_2016	GLCMANNANAUT-PWY	5	104	104
VogtmannE_2016	PWY-5104	6	104	104
VogtmannE_2016	PWY-4984	5	103	104
VogtmannE_2016	PWY0-1479	10	103	104
VogtmannE_2016	PWY-6305	4	104	104
VogtmannE_2016	PRPP-PWY	49	104	104
VogtmannE_2016	COLANSYN-PWY	12	104	104
VogtmannE_2016	POLYISOPRENSYN-PWY	6	103	104
VogtmannE_2016	PWY-7456	7	103	104
VogtmannE_2016	PWY0-162	9	104	104
VogtmannE_2016	PWY66-399	12	103	104
VogtmannE_2016	PWY-7211	18	103	104
VogtmannE_2016	PWY-5505	7	103	104
VogtmannE_2016	PWY-6471	16	104	104
VogtmannE_2016	HEXITOLDEGSUPER-PWY	19	104	104
VogtmannE_2016	MET-SAM-PWY	9	104	104
VogtmannE_2016	PWY-7196	10	103	104
VogtmannE_2016	PWY-5347	9	104	104
VogtmannE_2016	PWY-6859	4	97	104
VogtmannE_2016	GLYCOLYSIS-E-D	16	104	104
VogtmannE_2016	PWY-1269	5	104	104
VogtmannE_2016	PWY-6470	17	104	104
VogtmannE_2016	METSYN-PWY	8	104	104
VogtmannE_2016	PWY-6353	11	104	104
VogtmannE_2016	PWY-6895	11	100	104
VogtmannE_2016	BIOTIN-BIOSYNTHESIS-PWY	16	101	104
VogtmannE_2016	NAGLIPASYN-PWY	6	103	104
VogtmannE_2016	PWY-7383	7	103	104
VogtmannE_2016	GLUCUROCAT-PWY	7	104	104
VogtmannE_2016	GALACT-GLUCUROCAT-PWY	11	104	104
VogtmannE_2016	PWYG-321	205	101	104
VogtmannE_2016	PWY-5941	6	97	104
VogtmannE_2016	PWY-6519	11	101	104
VogtmannE_2016	PWY-7664	14	101	104
VogtmannE_2016	PWY0-862	6	101	104
VogtmannE_2016	PWY-6282	9	101	104
VogtmannE_2016	PWY-5989	6	103	104
VogtmannE_2016	SALVADEHYPOX-PWY	5	104	104
VogtmannE_2016	PWY-1861	9	103	104
VogtmannE_2016	FUC-RHAMCAT-PWY	12	99	104
VogtmannE_2016	DAPLYSINESYN-PWY	9	102	104
VogtmannE_2016	FASYN-INITIAL-PWY	6	101	104
VogtmannE_2016	P461-PWY	20	104	104
VogtmannE_2016	PWY-5838	10	94	104
VogtmannE_2016	METH-ACETATE-PWY	6	102	104
VogtmannE_2016	HOMOSER-METSYN-PWY	5	104	104
VogtmannE_2016	PWY66-409	17	104	104
VogtmannE_2016	P441-PWY	21	104	104
VogtmannE_2016	PWY-5897	10	94	104
VogtmannE_2016	PWY-5898	10	94	104
VogtmannE_2016	PWY-5899	10	94	104
VogtmannE_2016	PWY-6606	4	104	104
VogtmannE_2016	PWY-5265	17	55	104
VogtmannE_2016	PWY-5384	4	99	104
VogtmannE_2016	PWY-7234	6	104	104
VogtmannE_2016	PWY0-1298	6	104	104
VogtmannE_2016	P164-PWY	15	103	104
VogtmannE_2016	PWY-5345	12	88	104
VogtmannE_2016	PWY0-1241	5	103	104
VogtmannE_2016	TCA	11	104	104
VogtmannE_2016	LACTOSECAT-PWY	4	104	104
VogtmannE_2016	PWY-5861	9	94	104
VogtmannE_2016	PWY-6590	9	103	104
VogtmannE_2016	SULFATE-CYS-PWY	9	88	104
VogtmannE_2016	PWY-7316	4	72	104
VogtmannE_2016	PWY-4041	6	104	104
VogtmannE_2016	FUCCAT-PWY	4	104	104
VogtmannE_2016	P185-PWY	12	103	104
VogtmannE_2016	CENTFERM-PWY	7	103	104
VogtmannE_2016	ARG+POLYAMINE-SYN	17	104	104
VogtmannE_2016	PWY-7013	5	99	104
VogtmannE_2016	PPGPPMET-PWY	6	104	104
VogtmannE_2016	PWY-5840	10	94	104
VogtmannE_2016	P108-PWY	7	104	104
VogtmannE_2016	GOLPDLCAT-PWY	4	103	104
VogtmannE_2016	PWY-6969	10	100	104
VogtmannE_2016	PWY-6891	7	100	104
VogtmannE_2016	PWY-7003	16	97	104
VogtmannE_2016	PWY-5690	10	104	104
VogtmannE_2016	PWY-5863	16	93	104
VogtmannE_2016	FOLSYN-PWY	12	99	104
VogtmannE_2016	PWY-6549	10	104	104
VogtmannE_2016	PWY-6531	5	93	104
VogtmannE_2016	PWY-5837	7	94	104
VogtmannE_2016	PWY0-1297	7	104	104
VogtmannE_2016	PWY-7315	4	100	104
VogtmannE_2016	SO4ASSIM-PWY	4	88	104
VogtmannE_2016	PWY-6953	5	38	104
VogtmannE_2016	PWY-5845	10	89	104
VogtmannE_2016	PWY-5850	10	59	104
VogtmannE_2016	PWY-5896	10	59	104
VogtmannE_2016	NAD-BIOSYNTHESIS-II	5	100	104
VogtmannE_2016	PWY-6263	11	91	104
VogtmannE_2016	POLYAMSYN-PWY	8	104	104
VogtmannE_2016	GLYCOCAT-PWY	8	94	104
VogtmannE_2016	PWY-6612	10	99	104
VogtmannE_2016	HEMESYN2-PWY	4	104	104
VogtmannE_2016	P42-PWY	7	100	104
VogtmannE_2016	FERMENTATION-PWY	17	101	104
VogtmannE_2016	PWY-6572	8	79	104
VogtmannE_2016	PWY-5860	9	59	104
VogtmannE_2016	PWY-5862	9	89	104
VogtmannE_2016	PWY0-781	25	102	104
VogtmannE_2016	PWY-7117	14	101	104
VogtmannE_2016	PWY-6588	5	101	104
VogtmannE_2016	PWY-6595	6	97	104
VogtmannE_2016	PWY-7198	7	104	104
VogtmannE_2016	PWY-6731	4	91	104
VogtmannE_2016	P4-PWY	18	102	104
VogtmannE_2016	PWY-6749	10	70	104
VogtmannE_2016	PWY-7328	6	94	104
VogtmannE_2016	PWY-7371	5	75	104
VogtmannE_2016	PWY-241	7	101	104
VogtmannE_2016	PWY-3781	4	51	104
VogtmannE_2016	FAO-PWY	7	103	104
VogtmannE_2016	GLUCOSE1PMETAB-PWY	5	91	104
VogtmannE_2016	PWY66-398	11	72	104
VogtmannE_2016	GALACTARDEG-PWY	4	99	104
VogtmannE_2016	GLUCARGALACTSUPER-PWY	4	99	104
VogtmannE_2016	PWY-7210	8	78	104
VogtmannE_2016	PWY-5138	5	89	104
VogtmannE_2016	HEME-BIOSYNTHESIS-II	4	101	104
VogtmannE_2016	PWY-5913	9	101	104
VogtmannE_2016	PWY-5136	5	103	104
VogtmannE_2016	PWY4LZ-257	9	104	104
VogtmannE_2016	P161-PWY	5	104	104
VogtmannE_2016	PWY66-391	7	74	104
VogtmannE_2016	PWY0-1061	6	102	104
VogtmannE_2016	PWY-6478	4	63	104
VogtmannE_2016	PWY-5004	12	41	104
VogtmannE_2016	PROPFERM-PWY	10	76	104
VogtmannE_2016	PWY-7115	11	99	104
VogtmannE_2016	PWY-7204	9	47	104
VogtmannE_2016	GLUDEG-I-PWY	4	96	104
VogtmannE_2016	PWY-5022	7	103	104
VogtmannE_2016	PWY-7031	6	23	104
VogtmannE_2016	PWY-6143	6	49	104
VogtmannE_2016	PWY66-367	5	46	104
VogtmannE_2016	METHGLYUT-PWY	8	99	104
VogtmannE_2016	PWY3DJ-35471	10	35	104
VogtmannE_2016	P162-PWY	10	83	104
VogtmannE_2016	GLUCARDEG-PWY	4	98	104
VogtmannE_2016	PWY-6629	14	58	104
VogtmannE_2016	PWY-5101	8	55	104
VogtmannE_2016	PWY-821	11	66	104
VogtmannE_2016	PWY-6876	5	70	104
VogtmannE_2016	PWY-5677	7	63	104
VogtmannE_2016	PWY-6628	10	73	104
VogtmannE_2016	PWY-6630	10	66	104
VogtmannE_2016	PWY490-3	4	78	104
VogtmannE_2016	RUMP-PWY	6	79	104
VogtmannE_2016	PWY-7385	9	43	104
VogtmannE_2016	PWY-5675	4	61	104
VogtmannE_2016	PWY-5005	8	96	104
VogtmannE_2016	POLYAMINSYN3-PWY	8	85	104
VogtmannE_2016	P125-PWY	5	61	104
VogtmannE_2016	PWY-5723	10	70	104
VogtmannE_2016	PWY-4722	5	28	104
VogtmannE_2016	PWY66-389	4	62	104
VogtmannE_2016	PWY-7312	4	54	104
VogtmannE_2016	PWY-5971	31	78	104
VogtmannE_2016	PWY-7332	20	88	104
VogtmannE_2016	PWY-6113	268	78	104
VogtmannE_2016	NONMEVIPP-PWY	9	73	104
VogtmannE_2016	PWY-5121	12	72	104
VogtmannE_2016	PWY-6284	20	78	104
VogtmannE_2016	PWY-7560	9	73	104
VogtmannE_2016	PYRIDNUCSAL-PWY	7	81	104
VogtmannE_2016	PWY-7392	13	72	104
VogtmannE_2016	PWY-5464	24	76	104
VogtmannE_2016	PWY-6270	10	73	104
VogtmannE_2016	PWY-5367	6	80	104
VogtmannE_2016	PWY-6318	9	64	104
VogtmannE_2016	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4	33	104
VogtmannE_2016	PWY-6837	5	42	104
VogtmannE_2016	GLYCOL-GLYOXDEG-PWY	4	49	104
VogtmannE_2016	PWY-622	10	45	104
VogtmannE_2016	PWY-6285	53	44	104
VogtmannE_2016	ORNDEG-PWY	9	43	104
VogtmannE_2016	PWY-6415	10	47	104
VogtmannE_2016	PWY-7209	5	52	104
VogtmannE_2016	P124-PWY	15	65	104
VogtmannE_2016	PWY-5918	10	84	104
VogtmannE_2016	KETOGLUCONMET-PWY	8	52	104
VogtmannE_2016	PWY0-1415	6	67	104
VogtmannE_2016	PWY66-388	7	16	104
VogtmannE_2016	PWY-6803	4	62	104
VogtmannE_2016	PWY-5705	4	37	104
VogtmannE_2016	PWY-5189	4	82	104
VogtmannE_2016	PWY-7399	5	12	104
VogtmannE_2016	PWY0-881	17	35	104
VogtmannE_2016	P122-PWY	18	50	104
VogtmannE_2016	PWY-6823	6	37	104
VogtmannE_2016	CRNFORCAT-PWY	4	16	104
VogtmannE_2016	P221-PWY	5	41	104
VogtmannE_2016	P23-PWY	13	56	104
VogtmannE_2016	REDCITCYC	10	63	104
VogtmannE_2016	GLYCOLYSIS-TCA-GLYOX-BYPASS	26	56	104
VogtmannE_2016	P105-PWY	10	50	104
VogtmannE_2016	TCA-GLYOX-BYPASS	13	56	104
VogtmannE_2016	ENTBACSYN-PWY	11	34	104
VogtmannE_2016	PWY-7254	10	55	104
VogtmannE_2016	PWY-561	15	50	104
VogtmannE_2016	PWY-4702	14	41	104
VogtmannE_2016	PWY-5920	8	47	104
VogtmannE_2016	PWY-5656	4	36	104
VogtmannE_2016	PWY0-42	5	40	104
VogtmannE_2016	PWY-5747	6	48	104
VogtmannE_2016	AST-PWY	5	40	104
VogtmannE_2016	ALLANTOINDEG-PWY	7	49	104
VogtmannE_2016	PWY-7094	6	38	104
VogtmannE_2016	ECASYN-PWY	10	37	104
VogtmannE_2016	KDO-NAGLIPASYN-PWY	17	38	104
VogtmannE_2016	ARGDEG-PWY	11	41	104
VogtmannE_2016	ORNARGDEG-PWY	11	41	104
VogtmannE_2016	AEROBACTINSYN-PWY	4	5	104
VogtmannE_2016	PWY0-1533	4	20	104
VogtmannE_2016	PWY-6138	5	12	104
VogtmannE_2016	P163-PWY	10	52	104
VogtmannE_2016	PWY-7446	5	26	104
VogtmannE_2016	PWY-5392	13	41	104
VogtmannE_2016	PWY-5692	4	31	104
VogtmannE_2016	URDEGR-PWY	4	31	104
VogtmannE_2016	UBISYN-PWY	13	33	104
VogtmannE_2016	PWY-5855	8	35	104
VogtmannE_2016	PWY-5856	8	35	104
VogtmannE_2016	PWY-5857	8	35	104
VogtmannE_2016	PWY-6708	8	35	104
VogtmannE_2016	PWY0-41	8	29	104
VogtmannE_2016	PWY0-1338	6	36	104
VogtmannE_2016	PWY-6167	10	23	104
VogtmannE_2016	PWY-6165	12	20	104
VogtmannE_2016	METHANOGENESIS-PWY	6	31	104
VogtmannE_2016	PWY-6349	6	27	104
VogtmannE_2016	PWY-7286	4	28	104
VogtmannE_2016	PWY-5198	6	28	104
VogtmannE_2016	PWY0-1277	9	30	104
VogtmannE_2016	PWY-5088	11	27	104
VogtmannE_2016	HCAMHPDEG-PWY	5	31	104
VogtmannE_2016	PWY-6690	5	31	104
VogtmannE_2016	PWY-6174	7	10	104
VogtmannE_2016	PWY-5910	10	31	104
VogtmannE_2016	PWY-922	7	34	104
VogtmannE_2016	PWY-7389	17	5	104
VogtmannE_2016	PWY-7384	10	5	104
VogtmannE_2016	PWY-5532	10	4	104
VogtmannE_2016	PWY-7269	5	33	104
VogtmannE_2016	P621-PWY	7	32	104
VogtmannE_2016	PWY-7391	8	9	104
VogtmannE_2016	PWY-6396	9	5	104
VogtmannE_2016	PWY-5156	44	1	104
VogtmannE_2016	PWY-5180	7	5	104
VogtmannE_2016	PWY-5182	10	5	104
VogtmannE_2016	PWY-7200	9	21	104
VogtmannE_2016	LPSSYN-PWY	26	24	104
VogtmannE_2016	THREOCAT-PWY	19	25	104
VogtmannE_2016	PWY-5415	5	6	104
VogtmannE_2016	PWY-4321	5	10	104
VogtmannE_2016	PWY-7218	26	17	104
VogtmannE_2016	PWY-6906	8	18	104
VogtmannE_2016	PWY-7279	4	21	104
VogtmannE_2016	PWY-6562	6	20	104
VogtmannE_2016	PWY-5514	8	9	104
VogtmannE_2016	PHOTOALL-PWY	17	17	104
VogtmannE_2016	UDPNACETYLGALSYN-PWY	6	21	104
VogtmannE_2016	PWY-101	4	34	104
VogtmannE_2016	PWY-6071	12	14	104
VogtmannE_2016	PWY0-321	10	14	104
VogtmannE_2016	PWY-5417	6	10	104
VogtmannE_2016	PWY-5431	6	10	104
VogtmannE_2016	CATECHOL-ORTHO-CLEAVAGE-PWY	4	13	104
VogtmannE_2016	PWY-7165	7	7	104
VogtmannE_2016	PWY-7268	5	6	104
VogtmannE_2016	PWY-6182	7	10	104
VogtmannE_2016	PWY-7245	8	6	104
VogtmannE_2016	PWY-6185	7	9	104
VogtmannE_2016	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	8	18	104
VogtmannE_2016	PWY-5181	12	9	104
VogtmannE_2016	PWY5F9-12	5	4	104
VogtmannE_2016	DENITRIFICATION-PWY	5	16	104
VogtmannE_2016	URSIN-PWY	7	8	104
VogtmannE_2016	PWY-6313	7	3	104
VogtmannE_2016	PWY-7431	8	3	104
VogtmannE_2016	PWY-6307	4	3	104
VogtmannE_2016	PWY-6435	5	15	104
VogtmannE_2016	P562-PWY	7	9	104
VogtmannE_2016	PWY1G-0	6	17	104
VogtmannE_2016	PWY-7294	7	4	104
VogtmannE_2016	PWY-7317	8	7	104
VogtmannE_2016	PWY-6565	8	8	104
VogtmannE_2016	PWY-3801	19	11	104
VogtmannE_2016	PWY-7345	15	11	104
VogtmannE_2016	PWY-6215	4	7	104
VogtmannE_2016	PWY-1541	6	5	104
VogtmannE_2016	PWY-5654	4	5	104
VogtmannE_2016	PWY-6210	4	6	104
VogtmannE_2016	PWY-7118	4	2	104
VogtmannE_2016	PWY-181	9	4	104
VogtmannE_2016	PWY-1622	13	4	104
VogtmannE_2016	PWY-7374	6	3	104
VogtmannE_2016	PWY-7039	5	7	104
VogtmannE_2016	PWY-5028	5	1	104
VogtmannE_2016	PWY-2221	9	1	104
VogtmannE_2016	PWY-5183	15	1	104
VogtmannE_2016	PWY-5178	10	1	104
VogtmannE_2016	PWY-6107	7	1	104
VogtmannE_2016	PWY-6350	10	1	104
VogtmannE_2016	PWY-7124	26	1	104
VogtmannE_2016	PWY-6748	5	4	104
VogtmannE_2016	LIPASYN-PWY	5	1	104
VogtmannE_2016	PWY-5724	9	1	104
VogtmannE_2016	CODH-PWY	10	1	104
VogtmannE_2016	PWY-6797	7	1	104
YuJ_2015	PWY0-1586	12	128	128
YuJ_2015	TRNA-CHARGING-PWY	21	128	128
YuJ_2015	PWY-1042	10	128	128
YuJ_2015	ILEUSYN-PWY	7	128	128
YuJ_2015	PWY-7111	5	128	128
YuJ_2015	VALSYN-PWY	4	128	128
YuJ_2015	PWY-6387	8	128	128
YuJ_2015	PEPTIDOGLYCANSYN-PWY	10	128	128
YuJ_2015	PWY-6385	14	128	128
YuJ_2015	CALVIN-PWY	13	128	128
YuJ_2015	PWY-6386	8	128	128
YuJ_2015	PWY-7229	8	128	128
YuJ_2015	PWY-5686	6	128	128
YuJ_2015	PWY-7221	4	128	128
YuJ_2015	PWY-6126	8	128	128
YuJ_2015	PWY-6700	4	128	128
YuJ_2015	PWY-6609	4	128	128
YuJ_2015	PWY-3841	11	128	128
YuJ_2015	ARGSYNBSUB-PWY	9	128	128
YuJ_2015	COA-PWY-1	5	128	128
YuJ_2015	BRANCHED-CHAIN-AA-SYN-PWY	19	128	128
YuJ_2015	PWY-6122	5	128	128
YuJ_2015	PWY-6277	5	128	128
YuJ_2015	NONOXIPENT-PWY	5	128	128
YuJ_2015	ARGSYN-PWY	9	128	128
YuJ_2015	PWY-7220	4	128	128
YuJ_2015	PWY-7222	4	128	128
YuJ_2015	PWY-7400	14	128	128
YuJ_2015	PWY-6121	5	128	128
YuJ_2015	ANAGLYCOLYSIS-PWY	11	128	128
YuJ_2015	PWY-5695	4	128	128
YuJ_2015	PWY-5103	7	128	128
YuJ_2015	PWY-5097	7	128	128
YuJ_2015	PWY-2942	8	128	128
YuJ_2015	GLYCOLYSIS	12	128	128
YuJ_2015	ARO-PWY	7	128	128
YuJ_2015	1CMET2-PWY	9	128	128
YuJ_2015	PWY-6163	5	128	128
YuJ_2015	COMPLETE-ARO-PWY	17	128	128
YuJ_2015	PWY-5484	11	128	128
YuJ_2015	PWY0-1319	4	128	128
YuJ_2015	PWY-5667	4	128	128
YuJ_2015	PWY-3001	13	128	128
YuJ_2015	COA-PWY	4	128	128
YuJ_2015	DTDPRHAMSYN-PWY	4	128	128
YuJ_2015	PWY-6151	4	128	128
YuJ_2015	GLYCOGENSYNTH-PWY	4	128	128
YuJ_2015	PWY-724	10	128	128
YuJ_2015	GLUTORN-PWY	5	128	128
YuJ_2015	PANTO-PWY	4	128	128
YuJ_2015	THRESYN-PWY	6	128	128
YuJ_2015	PWY-6936	5	128	128
YuJ_2015	PANTOSYN-PWY	9	128	128
YuJ_2015	ANAEROFRUCAT-PWY	14	128	128
YuJ_2015	HEXITOLDEGSUPER-PWY	19	128	128
YuJ_2015	RIBOSYN2-PWY	9	128	128
YuJ_2015	SALVADEHYPOX-PWY	5	128	128
YuJ_2015	P461-PWY	20	128	128
YuJ_2015	GLUCONEO-PWY	13	128	128
YuJ_2015	PWY-6123	6	128	128
YuJ_2015	UDPNAGSYN-PWY	5	128	128
YuJ_2015	PHOSLIPSYN-PWY	10	128	128
YuJ_2015	FASYN-INITIAL-PWY	6	128	128
YuJ_2015	HSERMETANA-PWY	4	128	128
YuJ_2015	DENOVOPURINE2-PWY	27	128	128
YuJ_2015	PWYG-321	205	128	128
YuJ_2015	PWY-841	21	128	128
YuJ_2015	PWY-5154	9	128	128
YuJ_2015	PWY-6124	5	128	128
YuJ_2015	PWY-6168	9	128	128
YuJ_2015	PWY-5973	5	128	128
YuJ_2015	MET-SAM-PWY	9	128	128
YuJ_2015	PYRIDNUCSYN-PWY	6	128	128
YuJ_2015	PWY-7664	14	128	128
YuJ_2015	PWY-5971	31	113	128
YuJ_2015	SER-GLYSYN-PWY	4	128	128
YuJ_2015	HISTSYN-PWY	11	128	128
YuJ_2015	PWY4FS-7	6	128	128
